孕周,妇间BMI参考值,BMI个体内偏差,年龄参考值,受孕方式,生产次数参考值,预测Y浓度,固定效应均值95%置信区间下限,固定效应均值95%置信区间上限,模型代号
18.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0458777125252,0.0396796785795,0.0526156242384,孕周二次_随机斜率
19,40,0,29.0359281437,自然受孕,0.467065868263,0.0464821806249,0.0401936571591,0.0533739581709,孕周二次_随机斜率
19.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0471227373421,0.0407511086792,0.0541193462687,孕周二次_随机斜率
19.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0478005862441,0.0413697546565,0.0548929412561,孕周二次_随机斜率
19.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0485170079762,0.0420370456803,0.0556970373668,孕周二次_随机斜率
20,40,0,29.0359281437,自然受孕,0.467065868263,0.0492733636512,0.0425949794374,0.0566282366821,孕周二次_随机斜率
20.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0500710984409,0.0433112364125,0.0575312051327,孕周二次_随机斜率
20.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0509117453786,0.0440949434574,0.0584100177135,孕周二次_随机斜率
20.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0517969293772,0.0448733382495,0.0593856112457,孕周二次_随机斜率
21,40,0,29.0359281437,自然受孕,0.467065868263,0.0527283714696,0.0457264640748,0.0604264588964,孕周二次_随机斜率
21.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0537078932768,0.0466142248928,0.0615396001216,孕周二次_随机斜率
21.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0547374217102,0.0474830600596,0.0626861287561,孕周二次_随机斜率
21.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0558189939108,0.0483741010445,0.0638705304814,孕周二次_随机斜率
22,40,0,29.0359281437,自然受孕,0.467065868263,0.056954762432,0.0493777524658,0.0651832180032,孕周二次_随机斜率
22.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0581470006666,0.0504231586446,0.0665590181116,孕周二次_随机斜率
22.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0593981085221,0.0515188053567,0.068060509663,孕周二次_随机斜率
22.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0607106183436,0.0525667073984,0.0696023504088,孕周二次_随机斜率
23,40,0,29.0359281437,自然受孕,0.467065868263,0.0620872010836,0.0537787427955,0.071124193451,孕周二次_随机斜率
23.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0635306727166,0.0550482477869,0.0727397708569,孕周二次_随机斜率
23.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0650440008917,0.0563380731955,0.0745550681689,孕周二次_随机斜率
23.75,40,0,29.0359281437,自然受孕,0.467065868263,0.0666303118153,0.0577523698906,0.0765224061058,孕周二次_随机斜率
24,40,0,29.0359281437,自然受孕,0.467065868263,0.0682928973547,0.0590816094654,0.0784818808022,孕周二次_随机斜率
24.25,40,0,29.0359281437,自然受孕,0.467065868263,0.0700352223434,0.0604849329977,0.080689117381,孕周二次_随机斜率
24.5,40,0,29.0359281437,自然受孕,0.467065868263,0.0718609320728,0.0619136049726,0.0829114661005,孕周二次_随机斜率
24.75,40,0,29.0359281437,自然受孕,0.467065868263,0.073773859943,0.0633562320975,0.0853146643061,孕周二次_随机斜率
25,40,0,29.0359281437,自然受孕,0.467065868263,0.0757780352434,0.0649032514258,0.0878910046977,孕周二次_随机斜率
