分组方案,组别,BMI区间下限,BMI区间上限,组内孕妇数,检测孕周天数,检测孕周_周加天,题面风险等级,数据支持标志,预计已达标比例,预计尚未达标比例,是否帕累托非支配点,是否题面边界点
固定两组敏感性,1,20.703125,36.43617476,151,141,20周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.8860568434282223,0.11394315657177767,1,0
固定两组敏感性,1,20.703125,36.43617476,151,142,20周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.8882397012531799,0.11176029874682014,1,0
固定两组敏感性,1,20.703125,36.43617476,151,143,20周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.890366331406723,0.10963366859327695,1,0
固定两组敏感性,1,20.703125,36.43617476,151,144,20周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.892437685171245,0.107562314828755,1,0
固定两组敏感性,1,20.703125,36.43617476,151,145,20周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.8944547322901291,0.10554526770987094,1,0
固定两组敏感性,1,20.703125,36.43617476,151,146,20周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.8964184583106527,0.1035815416893473,1,0
固定两组敏感性,1,20.703125,36.43617476,151,147,21周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.8983298620226349,0.10167013797736513,1,0
固定两组敏感性,1,20.703125,36.43617476,151,148,21周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.900189952997681,0.09981004700231899,1,0
固定两组敏感性,1,20.703125,36.43617476,151,149,21周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9019997492330144,0.0980002507669856,1,0
固定两组敏感性,1,20.703125,36.43617476,151,150,21周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9037602749030395,0.09623972509696055,1,0
固定两组敏感性,1,20.703125,36.43617476,151,151,21周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9054725582209623,0.09452744177903771,1,0
固定两组敏感性,1,20.703125,36.43617476,151,152,21周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.907137629412058,0.092862370587942,1,0
固定两组敏感性,1,20.703125,36.43617476,151,153,21周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9087565187994314,0.09124348120056858,1,0
固定两组敏感性,1,20.703125,36.43617476,151,154,22周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.91033025500248,0.08966974499752,1,0
固定两组敏感性,1,20.703125,36.43617476,151,155,22周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9118598632476372,0.08814013675236276,1,0
固定两组敏感性,1,20.703125,36.43617476,151,156,22周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9133463637904201,0.08665363620957989,1,0
固定两组敏感性,1,20.703125,36.43617476,151,157,22周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9147907704472943,0.08520922955270571,1,0
固定两组敏感性,1,20.703125,36.43617476,151,158,22周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9161940892354117,0.08380591076458832,1,0
固定两组敏感性,1,20.703125,36.43617476,151,159,22周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9175573171178675,0.08244268288213252,1,0
固定两组敏感性,1,20.703125,36.43617476,151,160,22周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.918881440851772,0.08111855914822796,1,0
固定两组敏感性,1,20.703125,36.43617476,151,161,23周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.920167435936115,0.07983256406388495,1,0
固定两组敏感性,1,20.703125,36.43617476,151,162,23周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9214162656561519,0.07858373434384813,1,0
固定两组敏感性,1,20.703125,36.43617476,151,163,23周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9226288802208032,0.07737111977919675,1,0
固定两组敏感性,1,20.703125,36.43617476,151,164,23周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9238062159894054,0.07619378401059462,1,0
固定两组敏感性,1,20.703125,36.43617476,151,165,23周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9249491947839894,0.0750508052160106,1,0
固定两组敏感性,1,20.703125,36.43617476,151,166,23周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9260587232831833,0.07394127671681672,1,0
固定两组敏感性,1,20.703125,36.43617476,151,167,23周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9271356924937539,0.07286430750624606,1,0
固定两组敏感性,1,20.703125,36.43617476,151,168,24周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9281809772957699,0.07181902270423013,1,0
固定两组敏感性,1,20.703125,36.43617476,151,169,24周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9291954360573592,0.07080456394264079,1,0
固定两组敏感性,1,20.703125,36.43617476,151,170,24周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9301799103150553,0.06982008968494469,1,0
固定两组敏感性,1,20.703125,36.43617476,151,171,24周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9311352245157574,0.06886477548424264,1,0
固定两组敏感性,1,20.703125,36.43617476,151,172,24周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9320621858163897,0.06793781418361033,1,0
固定两组敏感性,1,20.703125,36.43617476,151,173,24周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9329615839374339,0.06703841606256611,1,0
固定两组敏感性,1,20.703125,36.43617476,151,174,24周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.933834191066583,0.06616580893341695,1,0
固定两组敏感性,1,20.703125,36.43617476,151,175,25周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.9346807618088774,0.06531923819112262,1,1
固定两组敏感性,2,36.43617476,46.875,16,70,10周0天,早期发现（12周以内，题面称风险较低）,题目窗口内边界外推,0.2867275075331868,0.7132724924668132,1,1
固定两组敏感性,2,36.43617476,46.875,16,71,10周1天,早期发现（12周以内，题面称风险较低）,题目窗口内边界外推,0.29028562000251645,0.7097143799974835,1,0
固定两组敏感性,2,36.43617476,46.875,16,72,10周2天,早期发现（12周以内，题面称风险较低）,题目窗口内边界外推,0.2939015195596916,0.7060984804403083,1,0
固定两组敏感性,2,36.43617476,46.875,16,73,10周3天,早期发现（12周以内，题面称风险较低）,题目窗口内边界外推,0.29757543588649793,0.7024245641135021,1,0
固定两组敏感性,2,36.43617476,46.875,16,74,10周4天,早期发现（12周以内，题面称风险较低）,题目窗口内边界外推,0.30130755285197713,0.6986924471480229,1,0
固定两组敏感性,2,36.43617476,46.875,16,75,10周5天,早期发现（12周以内，题面称风险较低）,题目窗口内边界外推,0.30509800614964255,0.6949019938503574,1,0
固定两组敏感性,2,36.43617476,46.875,16,76,10周6天,早期发现（12周以内，题面称风险较低）,题目窗口内边界外推,0.30894688093885003,0.69105311906115,1,0
固定两组敏感性,2,36.43617476,46.875,16,77,11周0天,早期发现（12周以内，题面称风险较低）,主样本观测范围内,0.31285420949978326,0.6871457905002167,1,1
固定两组敏感性,2,36.43617476,46.875,16,78,11周1天,早期发现（12周以内，题面称风险较低）,主样本观测范围内,0.31681996891209296,0.683180031087907,1,0
固定两组敏感性,2,36.43617476,46.875,16,79,11周2天,早期发现（12周以内，题面称风险较低）,主样本观测范围内,0.3208440787677955,0.6791559212322045,1,0
固定两组敏感性,2,36.43617476,46.875,16,80,11周3天,早期发现（12周以内，题面称风险较低）,主样本观测范围内,0.3249263989295834,0.6750736010704166,1,0
固定两组敏感性,2,36.43617476,46.875,16,81,11周4天,早期发现（12周以内，题面称风险较低）,主样本观测范围内,0.32906672734618714,0.6709332726538129,1,0
固定两组敏感性,2,36.43617476,46.875,16,82,11周5天,早期发现（12周以内，题面称风险较低）,主样本观测范围内,0.3332647979368916,0.6667352020631083,1,0
固定两组敏感性,2,36.43617476,46.875,16,83,11周6天,早期发现（12周以内，题面称风险较低）,主样本观测范围内,0.3375202785577034,0.6624797214422966,1,0
固定两组敏感性,2,36.43617476,46.875,16,84,12周0天,早期发现（12周以内，题面称风险较低）,主样本观测范围内,0.3418327690620161,0.6581672309379839,1,1
固定两组敏感性,2,36.43617476,46.875,16,85,12周1天,12周后至13周前（题面未单列）,主样本观测范围内,0.346201799468887,0.6537982005311129,1,1
固定两组敏感性,2,36.43617476,46.875,16,86,12周2天,12周后至13周前（题面未单列）,主样本观测范围内,0.35062682825223346,0.6493731717477665,1,0
固定两组敏感性,2,36.43617476,46.875,16,87,12周3天,12周后至13周前（题面未单列）,主样本观测范围内,0.35510724076438027,0.6448927592356197,1,0
固定两组敏感性,2,36.43617476,46.875,16,88,12周4天,12周后至13周前（题面未单列）,主样本观测范围内,0.3596423478073996,0.6403576521926004,1,0
固定两组敏感性,2,36.43617476,46.875,16,89,12周5天,12周后至13周前（题面未单列）,主样本观测范围内,0.36423138436562097,0.635768615634379,1,0
固定两组敏感性,2,36.43617476,46.875,16,90,12周6天,12周后至13周前（题面未单列）,主样本观测范围内,0.3688735085124961,0.6311264914875039,1,1
固定两组敏感性,2,36.43617476,46.875,16,91,13周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.3735678005047317,0.6264321994952683,1,1
固定两组敏感性,2,36.43617476,46.875,16,92,13周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.37831326207618354,0.6216867379238165,1,0
固定两组敏感性,2,36.43617476,46.875,16,93,13周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.3831088159434973,0.6168911840565027,1,0
固定两组敏感性,2,36.43617476,46.875,16,94,13周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.38795330553482976,0.6120466944651702,1,0
固定两组敏感性,2,36.43617476,46.875,16,95,13周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.3928454949522312,0.6071545050477688,1,0
固定两组敏感性,2,36.43617476,46.875,16,96,13周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.39778406917737885,0.6022159308226211,1,0
固定两组敏感性,2,36.43617476,46.875,16,97,13周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.40276763452934145,0.5972323654706586,1,0
固定两组敏感性,2,36.43617476,46.875,16,98,14周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.40779471938194534,0.5922052806180547,1,0
固定两组敏感性,2,36.43617476,46.875,16,99,14周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.41286377514706063,0.5871362248529394,1,0
固定两组敏感性,2,36.43617476,46.875,16,100,14周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4179731775287946,0.5820268224712054,1,0
固定两组敏感性,2,36.43617476,46.875,16,101,14周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4231212280521252,0.5768787719478747,1,0
固定两组敏感性,2,36.43617476,46.875,16,102,14周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4283061558679866,0.5716938441320134,1,0
固定两组敏感性,2,36.43617476,46.875,16,103,14周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4335261198351973,0.5664738801648027,1,0
固定两组敏感性,2,36.43617476,46.875,16,104,14周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4387792108779397,0.5612207891220603,1,0
固定两组敏感性,2,36.43617476,46.875,16,105,15周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4440634546157799,0.5559365453842201,1,0
固定两组敏感性,2,36.43617476,46.875,16,106,15周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4493768142614297,0.5506231857385703,1,0
固定两组敏感性,2,36.43617476,46.875,16,107,15周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4547171937796739,0.5452828062203261,1,0
固定两组敏感性,2,36.43617476,46.875,16,108,15周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.46008244129907366,0.5399175587009264,1,0
固定两组敏感性,2,36.43617476,46.875,16,109,15周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4654703527662885,0.5345296472337115,1,0
固定两组敏感性,2,36.43617476,46.875,16,110,15周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4708786758310933,0.5291213241689068,1,0
固定两组敏感性,2,36.43617476,46.875,16,111,15周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.47630511394846287,0.5236948860515371,1,0
固定两组敏感性,2,36.43617476,46.875,16,112,16周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4817473306824739,0.5182526693175261,1,0
固定两组敏感性,2,36.43617476,46.875,16,113,16周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4872029541952085,0.5127970458047915,1,0
固定两组敏感性,2,36.43617476,46.875,16,114,16周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.49266958190241295,0.507330418097587,1,0
固定两组敏感性,2,36.43617476,46.875,16,115,16周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.4981447852763295,0.5018552147236706,1,0
固定两组敏感性,2,36.43617476,46.875,16,116,16周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5036261147749452,0.49637388522505477,1,0
固定两组敏感性,2,36.43617476,46.875,16,117,16周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5091111048758551,0.4908888951241449,1,0
固定两组敏感性,2,36.43617476,46.875,16,118,16周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5145972791920721,0.4854027208079279,1,0
固定两组敏感性,2,36.43617476,46.875,16,119,17周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5200821556464126,0.4799178443535874,1,0
固定两组敏感性,2,36.43617476,46.875,16,120,17周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5255632516805808,0.4744367483194192,1,0
固定两组敏感性,2,36.43617476,46.875,16,121,17周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5310380894747475,0.4689619105252525,1,0
固定两组敏感性,2,36.43617476,46.875,16,122,17周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5365042011532821,0.4634957988467179,1,0
固定两组敏感性,2,36.43617476,46.875,16,123,17周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5419591339523826,0.4580408660476174,1,0
固定两组敏感性,2,36.43617476,46.875,16,124,17周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5474004553255896,0.45259954467441044,1,0
固定两组敏感性,2,36.43617476,46.875,16,125,17周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5528257579636505,0.4471742420363495,1,0
固定两组敏感性,2,36.43617476,46.875,16,126,18周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5582326647058178,0.4417673352941822,1,0
固定两组敏感性,2,36.43617476,46.875,16,127,18周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5636188333205179,0.4363811666794821,1,0
固定两组敏感性,2,36.43617476,46.875,16,128,18周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5689819611343074,0.43101803886569257,1,0
固定两组敏感性,2,36.43617476,46.875,16,129,18周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5743197894891833,0.4256802105108167,1,0
固定两组敏感性,2,36.43617476,46.875,16,130,18周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5796301080096369,0.4203698919903631,1,0
固定两组敏感性,2,36.43617476,46.875,16,131,18周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5849107586622482,0.4150892413377518,1,0
固定两组敏感性,2,36.43617476,46.875,16,132,18周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5901596395921797,0.40984036040782035,1,0
固定两组敏感性,2,36.43617476,46.875,16,133,19周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.5953747087225604,0.4046252912774396,1,0
固定两组敏感性,2,36.43617476,46.875,16,134,19周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6005539871044817,0.3994460128955183,1,0
固定两组敏感性,2,36.43617476,46.875,16,135,19周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6056955620071003,0.3943044379928997,1,0
固定两组敏感性,2,36.43617476,46.875,16,136,19周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6107975897391612,0.3892024102608388,1,0
固定两组敏感性,2,36.43617476,46.875,16,137,19周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6158582981951117,0.38414170180488827,1,0
固定两组敏感性,2,36.43617476,46.875,16,138,19周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6208759891208018,0.3791240108791982,1,0
固定两组敏感性,2,36.43617476,46.875,16,139,19周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6258490400956185,0.3741509599043815,1,0
固定两组敏感性,2,36.43617476,46.875,16,140,20周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6307759062296786,0.3692240937703214,1,0
固定两组敏感性,2,36.43617476,46.875,16,141,20周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6356551215764743,0.3643448784235257,1,0
固定两组敏感性,2,36.43617476,46.875,16,142,20周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6404853002630374,0.3595146997369626,1,0
固定两组敏感性,2,36.43617476,46.875,16,143,20周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6452651373412983,0.3547348626587017,1,0
固定两组敏感性,2,36.43617476,46.875,16,144,20周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6499934093658446,0.3500065906341554,1,0
固定两组敏感性,2,36.43617476,46.875,16,145,20周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6546689747046877,0.34533102529531234,1,0
固定两组敏感性,2,36.43617476,46.875,16,146,20周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6592907735909701,0.3407092264090299,1,0
固定两组敏感性,2,36.43617476,46.875,16,147,21周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6638578279247243,0.33614217207527575,1,0
固定两组敏感性,2,36.43617476,46.875,16,148,21周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6683692408348795,0.3316307591651205,1,0
固定两组敏感性,2,36.43617476,46.875,16,149,21周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6728241960126515,0.32717580398734847,1,0
固定两组敏感性,2,36.43617476,46.875,16,150,21周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6772219568282611,0.32277804317173886,1,0
固定两组敏感性,2,36.43617476,46.875,16,151,21周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6815618652436326,0.3184381347563674,1,0
固定两组敏感性,2,36.43617476,46.875,16,152,21周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6858433405342701,0.3141566594657299,1,0
固定两组敏感性,2,36.43617476,46.875,16,153,21周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6900658778339502,0.30993412216604976,1,0
固定两组敏感性,2,36.43617476,46.875,16,154,22周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6942290465161868,0.3057709534838132,1,0
固定两组敏感性,2,36.43617476,46.875,16,155,22周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.6983324884266093,0.30166751157339067,1,0
固定两组敏感性,2,36.43617476,46.875,16,156,22周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.702375915980497,0.297624084019503,1,0
固定两组敏感性,2,36.43617476,46.875,16,157,22周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7063591101396669,0.2936408898603331,1,0
固定两组敏感性,2,36.43617476,46.875,16,158,22周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7102819182828163,0.2897180817171837,1,0
固定两组敏感性,2,36.43617476,46.875,16,159,22周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7141442519831923,0.2858557480168077,1,0
固定两组敏感性,2,36.43617476,46.875,16,160,22周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7179460847071737,0.2820539152928263,1,0
固定两组敏感性,2,36.43617476,46.875,16,161,23周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7216874494469828,0.2783125505530172,1,0
固定两组敏感性,2,36.43617476,46.875,16,162,23周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7253684363003032,0.27463156369969677,1,0
固定两组敏感性,2,36.43617476,46.875,16,163,23周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7289891900090968,0.2710108099909032,1,0
固定两组敏感性,2,36.43617476,46.875,16,164,23周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7325499074693579,0.2674500925306421,1,0
固定两组敏感性,2,36.43617476,46.875,16,165,23周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7360508352229731,0.2639491647770269,1,0
固定两组敏感性,2,36.43617476,46.875,16,166,23周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.739492266942227,0.26050773305777297,1,0
固定两组敏感性,2,36.43617476,46.875,16,167,23周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.74287454091686,0.25712545908314,1,0
固定两组敏感性,2,36.43617476,46.875,16,168,24周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7461980375529201,0.25380196244707987,1,0
固定两组敏感性,2,36.43617476,46.875,16,169,24周1天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.749463176891978,0.25053682310802206,1,0
固定两组敏感性,2,36.43617476,46.875,16,170,24周2天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7526704161586029,0.24732958384139714,1,0
固定两组敏感性,2,36.43617476,46.875,16,171,24周3天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7558202473433164,0.24417975265668357,1,0
固定两组敏感性,2,36.43617476,46.875,16,172,24周4天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7589131948275689,0.24108680517243108,1,0
固定两组敏感性,2,36.43617476,46.875,16,173,24周5天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.761949813056632,0.238050186943368,1,0
固定两组敏感性,2,36.43617476,46.875,16,174,24周6天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7649306842656456,0.2350693157343544,1,0
固定两组敏感性,2,36.43617476,46.875,16,175,25周0天,中期发现（13至27周，题面称风险高）,主样本观测范围内,0.7678564162634415,0.23214358373655852,1,1
