候选模型,检测孕周天数,检测孕周_周加天,预计达标比例,预计尚未达标比例,相邻日达标比例变化
第三问多因素_线性浓度混合,140,20周0天,0.8603564957761103,0.13964350422388971,0.0025892882949305474
第三问多因素_线性浓度混合,141,20周1天,0.8628868900438283,0.13711310995617165,0.0025303942677180613
第三问多因素_线性浓度混合,142,20周2天,0.8653590900101844,0.1346409099898156,0.002472199966356059
第三问多因素_线性浓度混合,143,20周3天,0.867773828168205,0.13222617183179497,0.002414738158020624
第三问多因素_线性浓度混合,144,20周4天,0.8701318670885326,0.12986813291146737,0.0023580389203275987
第三问多因素_线性浓度混合,145,20周5天,0.8724339967745179,0.12756600322548206,0.00230212968598531
第三问多因素_线性浓度混合,146,20周6天,0.8746810320701496,0.12531896792985042,0.0022470352956316386
第三问多因素_线性浓度混合,147,21周0天,0.8768738101282344,0.1231261898717656,0.002192778058084821
第三问多因素_线性浓度混合,148,21周1天,0.8790131879454608,0.1209868120545392,0.0021393778172263955
第三问多因素_线性浓度混合,149,21周2天,0.8811000399702061,0.11889996002979386,0.002086852024745345
第三问多因素_线性浓度混合,150,21周3天,0.8831352557881916,0.11686474421180837,0.0020352158179854918
第三问多因素_线性浓度混合,151,21周4天,0.8851197378903567,0.1148802621096433,0.001984482102165064
第三问多因素_线性浓度混合,152,21周5天,0.8870543995265927,0.11294560047340729,0.0019346616362360125
第三问多因素_线性浓度混合,153,21周6天,0.8889401626483083,0.11105983735169167,0.0018857631217156223
第三问多因素_线性浓度混合,154,22周0天,0.8907779559421236,0.10922204405787639,0.001837793293815282
第三问多因素_线性浓度混合,155,22周1天,0.8925687129563753,0.1074312870436247,0.001790757014251687
第三问多因素_线性浓度混合,156,22周2天,0.8943133703215312,0.10568662967846876,0.0017446573651559438
第三问多因素_线性浓度混合,157,22周3天,0.8960128660650537,0.1039871339349463,0.0016994957435224611
第三问多因素_线性浓度混合,158,22周4天,0.8976681380207534,0.1023318619792466,0.0016552719556996998
第三问多因素_线性浓度混合,159,22周5天,0.8992801223321968,0.10071987766780321,0.0016119843114433818
第三问多因素_线性浓度混合,160,22周6天,0.9008497520493083,0.09915024795069172,0.0015696297171114981
第三问多因素_线性浓度混合,161,23周0天,0.9023779558169147,0.09762204418308529,0.0015282037676064286
第三问多因素_线性浓度混合,162,23周1天,0.9038656566536313,0.09613434334636872,0.0014877008367165656
第三问多因素_线性浓度混合,163,23周2天,0.9053137708191842,0.09468622918081582,0.001448114165552905
第三问多因素_线性浓度混合,164,23周3天,0.906723206767985,0.09327679323201499,0.0014094359488008301
第三问多因素_线性浓度混合,165,23周4天,0.9080948641865384,0.0919051358134616,0.0013716574185533847
第三问多因素_线性浓度混合,166,23周5天,0.9094296331120685,0.09057036688793152,0.0013347689255300832
第三问多因素_线性浓度混合,167,23周6天,0.9107283931295731,0.0892716068704269,0.0012987600175046188
第三问多因素_线性浓度混合,168,24周0天,0.9119920126443866,0.08800798735561344,0.0012636195148134632
第三问多因素_线性浓度混合,169,24周1天,0.9132213482272156,0.08677865177278443,0.0012293355828290053
第三问多因素_线性浓度混合,170,24周2天,0.9144172440285414,0.08558275597145859,0.0011958958013258414
第三问多因素_线性浓度混合,171,24周3天,0.915580531259219,0.08441946874078099,0.001163287230677601
第三问多因素_线性浓度混合,172,24周4天,0.9167120277340748,0.08328797226592521,0.0011314964748557754
第三问多因素_线性浓度混合,173,24周5天,0.9178125374752963,0.08218746252470366,0.0011005097412215559
第三问多因素_线性浓度混合,174,24周6天,0.9188828503724061,0.08111714962759387,0.001070312897109793
第三问多因素_线性浓度混合,175,25周0天,0.9199237418956503,0.0800762581043497,0.0010408915232441585
第三问多因素_线性达标GEE,70,10周0天,0.5779854644092663,0.42201453559073365,
第三问多因素_线性达标GEE,71,10周1天,0.582787601469238,0.417212398530762,0.004802137059971678
第三问多因素_线性达标GEE,72,10周2天,0.5875756214538221,0.41242437854617786,0.004788019984584113
第三问多因素_线性达标GEE,73,10周3天,0.5923487209178088,0.40765127908219123,0.00477309946398663
第三问多因素_线性达标GEE,74,10周4天,0.5971061054954535,0.4028938945045465,0.004757384577644741
第三问多因素_线性达标GEE,75,10周5天,0.6018469903796001,0.3981530096203999,0.00474088488414659
第三问多因素_线性达标GEE,76,10周6天,0.6065706007893501,0.3934293992106499,0.004723610409750001
第三问多因素_线性达标GEE,77,11周0天,0.6112761724257207,0.38872382757427926,0.004705571636370642
第三问多因素_线性达标GEE,78,11周1天,0.615962951914764,0.384037048085236,0.00468677948904328
第三问多因素_线性达标GEE,79,11周2天,0.6206301972376381,0.3793698027623619,0.004667245322874103
第三问多因素_线性达标GEE,80,11周3天,0.6252771781471559,0.3747228218528441,0.004646980909517762
第三问多因素_线性达标GEE,81,11周4天,0.6299031765703538,0.3700968234296462,0.004625998423197886
第三问多因素_线性达标GEE,82,11周5天,0.6345074869966603,0.36549251300333974,0.0046043104263064905
第三问多因素_线性达标GEE,83,11周6天,0.6390894168512655,0.3609105831487345,0.00458192985460526
第三问多因素_线性达标GEE,84,12周0天,0.6436482868533248,0.35635171314667524,0.004558870002059234
第三问多因素_线性达标GEE,85,12周1天,0.6481834313586609,0.35181656864133914,0.004535144505336097
第三问多因素_线性达标GEE,86,12周2天,0.6526941986866515,0.34730580131334854,0.004510767327990606
第三问多因素_线性达标GEE,87,12周3天,0.6571799514310306,0.3428200485689694,0.004485752744379123
第三问多因素_线性达标GEE,88,12周4天,0.6616400667543507,0.3383599332456493,0.004460115323320135
第三问多因素_线性达标GEE,89,12周5天,0.6660739366658928,0.33392606333410724,0.004433869911542043
第三问多因素_线性达标GEE,90,12周6天,0.6704809682828343,0.3295190317171657,0.004407031616941559
第三问多因素_线性达标GEE,91,13周0天,0.6748605840745224,0.32513941592547757,0.004379615791688107
第三问多因素_线性达标GEE,92,13周1天,0.6792122220897244,0.3207877779102756,0.004351638015201997
第三问多因素_线性达标GEE,93,13周2天,0.6835353361667623,0.3164646638332377,0.004323114077037893
第三问多因素_线性达标GEE,94,13周3天,0.6878293961264643,0.3121706038735357,0.004294059959702001
第三问多因素_线性达标GEE,95,13周4天,0.6920938879479004,0.3079061120520996,0.004264491821436067
第三问多因素_线性达标GEE,96,13周5天,0.6963283139268938,0.30367168607310624,0.0042344259789933725
第三问多因素_线性达标GEE,97,13周6天,0.7005321928173308,0.2994678071826692,0.004203878890437052
第三问多因素_线性达标GEE,98,14周0天,0.7047050599553225,0.2952949400446775,0.004172867137991698
第三问多因素_线性达标GEE,99,14周1天,0.7088464673662944,0.2911535326337056,0.004141407410971909
第三问多因素_线性达标GEE,100,14周2天,0.7129559838551119,0.28704401614488806,0.004109516488817522
第三问多因素_线性达标GEE,101,14周3天,0.7170331950793712,0.28296680492062876,0.004077211224259303
第三问多因素_线性达标GEE,102,14周4天,0.721077703606016,0.278922296393984,0.00404450852664473
第三问多因素_线性达标GEE,103,14周5天,0.7250891289514628,0.2749108710485372,0.004011425345446851
第三问多因素_线性达标GEE,104,14周6天,0.7290671076054375,0.27093289239456253,0.003977978653974645
第三问多因素_线性达标GEE,105,15周0天,0.7330112930387566,0.26698870696124344,0.003944185433319092
第三问多因素_线性达标GEE,106,15周1天,0.7369213556953051,0.26307864430469485,0.003910062656548585
第三问多因素_线性达标GEE,107,15周2天,0.7407969829684805,0.2592030170315195,0.003875627273175364
第三问多因素_线性达标GEE,108,15周3天,0.7446378791623993,0.2553621208376007,0.003840896193918808
第三问多因素_线性达标GEE,109,15周4天,0.7484437654381761,0.25155623456182385,0.0038058862757768264
第三问多因素_线性达标GEE,110,15周5天,0.752214379745609,0.247785620254391,0.0037706143074328624
第三问多因素_线性达标GEE,111,15周6天,0.7559494767406142,0.2440505232593858,0.0037350969950051827
第三问多因素_线性达标GEE,112,16周0天,0.7596488276887782,0.24035117231122183,0.003699350948163982
第三问多因素_线性达标GEE,113,16周1天,0.7633122203554018,0.2366877796445982,0.0036633926666236327
第三问多因素_线性达标GEE,114,16周2天,0.7669394588824329,0.23306054111756713,0.0036272385270310625
第三问多因素_线性达标GEE,115,16周3天,0.7705303636526885,0.22946963634731155,0.0035909047702555874
第三问多因素_线性达标GEE,116,16周4天,0.7740847711417869,0.22591522885821314,0.00355440748909841
第三问多因素_线性达标GEE,117,16周5天,0.7776025337582154,0.22239746624178458,0.0035177626164285547
第三问多因素_线性达标GEE,118,16周6天,0.7810835196719701,0.2189164803280299,0.003480985913754675
第三问多因素_线性达标GEE,119,17周0天,0.7845276126322147,0.2154723873677853,0.0034440929602446158
第三问多因素_线性达标GEE,120,17周1天,0.7879347117744083,0.21206528822559167,0.0034070991421936148
第三问多因素_线性达标GEE,121,17周2天,0.7913047314173658,0.2086952685826342,0.003370019642957467
第三问多因素_线性达标GEE,122,17周3天,0.7946376008507079,0.2053623991492921,0.0033328694333421005
第三问多因素_线性达标GEE,123,17周4天,0.7979332641131766,0.20206673588682345,0.003295663262468662
第三问多因素_线性达标GEE,124,17周5天,0.8011916797622788,0.19880832023772121,0.003258415649102231
第三问多因素_线性达标GEE,125,17周6天,0.8044128206357414,0.19558717936425862,0.0032211408734625913
第三问多因素_线性达标GEE,126,18周0天,0.8075966736052427,0.19240332639475732,0.0031838529695012996
第三问多因素_线性达标GEE,127,18周1天,0.8107432393229026,0.1892567606770974,0.0031465657176599215
第三问多因素_线性达标GEE,128,18周2天,0.8138525319609975,0.1861474680390025,0.003109292638094896
第三问多因素_线性达标GEE,129,18周3天,0.8169245789453832,0.18307542105461683,0.003072046984385679
第三问多因素_线性达标GEE,130,18周4天,0.8199594206830843,0.18004057931691575,0.0030348417377010772
第三问多因素_线性达标GEE,131,18周5天,0.8229571102845216,0.17704288971547844,0.0029976896014373144
第三问多因素_线性达标GEE,132,18周6天,0.825917713280843,0.17408228671915704,0.002960602996321393
第三问多因素_线性达标GEE,133,19周0天,0.8288413073368084,0.17115869266319161,0.0029235940559654283
第三问多因素_线性达标GEE,134,19周1天,0.8317279819596854,0.16827201804031455,0.0028866746228770612
第三问多因素_线性达标GEE,135,19周2天,0.8345778382046012,0.16542216179539881,0.0028498562449157383
第三问多因素_线性达标GEE,136,19周3天,0.8373909883767818,0.16260901162321817,0.002813150172180645
第三问多因素_线性达标GEE,137,19周4天,0.8401675557311229,0.1598324442688771,0.002776567354341064
第三问多因素_线性达标GEE,138,19周5天,0.8429076741694983,0.1570923258305017,0.002740118438375405
第三问多因素_线性达标GEE,139,19周6天,0.8456114879362333,0.1543885120637667,0.002703813766735008
第三问多因素_线性达标GEE,140,20周0天,0.848279151312141,0.15172084868785896,0.002667663375907736
第三问多因素_线性达标GEE,141,20周1天,0.8509108283075136,0.14908917169248637,0.0026316769953725894
第三问多因素_线性达标GEE,142,20周2天,0.85350669235446,0.14649330764554003,0.002595864046946339
第三问多因素_线性达标GEE,143,20周3天,0.8560669259989564,0.1439330740010436,0.0025602336444964235
第三问多因素_线性达标GEE,144,20周4天,0.8585917205929764,0.1414082794070236,0.0025247945940199967
第三问多因素_线性达标GEE,145,20周5天,0.861081275987051,0.13891872401294902,0.002489555394074583
第三问多因素_线性达标GEE,146,20周6天,0.8635358002235966,0.13646419977640345,0.0024545242365455744
第三问多因素_线性达标GEE,147,21周0天,0.8659555092313417,0.13404449076865832,0.00241970900774513
第三问多因素_线性达标GEE,148,21周1天,0.8683406265211633,0.13165937347883672,0.0023851172898216033
第三问多因素_线性达标GEE,149,21周2天,0.870691382883643,0.129308617116357,0.0023507563624797223
第三问多因素_线性达标GEE,150,21周3天,0.8730080160886259,0.12699198391137412,0.0023166332049828764
第三问多因素_线性达标GEE,151,21周4天,0.8752907705870673,0.12470922941293272,0.0022827544984413972
第三问多因素_线性达标GEE,152,21周5天,0.8775398972154297,0.12246010278457031,0.002249126628362408
第三问多因素_线性达标GEE,153,21周6天,0.8797556529028849,0.12024434709711507,0.0022157556874552453
第三问多因素_线性达标GEE,154,22周0天,0.8819383003815595,0.11806169961844049,0.002182647478674582
第三问多因素_线性达标GEE,155,22周1天,0.8840881079000541,0.1159118920999459,0.002149807518494584
第三问多因素_线性达标GEE,156,22周2天,0.8862053489404516,0.11379465105954845,0.002117241040397455
第三问多因素_线性达标GEE,157,22周3天,0.8882903019390148,0.11170969806098519,0.002084952998563261
第三问多因素_线性达标GEE,158,22周4天,0.8903432500107679,0.10965674998923214,0.002052948071753047
第三问多因素_线性达标GEE,159,22周5天,0.8923644806781337,0.10763551932186632,0.0020212306673658142
第三问多因素_线性达标GEE,160,22周6天,0.894354285603802,0.10564571439619797,0.001989804925668359
第三问多因素_线性达标GEE,161,23周0天,0.8963129603279737,0.1036870396720263,0.0019586747241716607
第三问多因素_线性达标GEE,162,23周1天,0.8982408040101284,0.1017591959898716,0.0019278436821547063
第三问多因素_线性达标GEE,163,23周2天,0.9001381191754451,0.09986188082455494,0.0018973151653166598
第三问多因素_线性达标GEE,164,23周3天,0.9020052114659952,0.09799478853400478,0.0018670922905501541
第三问多因素_线性达标GEE,165,23周4天,0.9038423893968162,0.09615761060318384,0.0018371779308209435
第三问多因素_线性达标GEE,166,23周5天,0.9056499641169623,0.0943500358830377,0.0018075747201461434
第三问多因素_线性达标GEE,167,23周6天,0.9074282491756224,0.09257175082437763,0.0017782850586600674
第三问多因素_线性达标GEE,168,24周0天,0.9091775602933778,0.09082243970662218,0.0017493111177554477
第三问多因素_线性达标GEE,169,24周1天,0.9108982151386685,0.08910178486133147,0.0017206548452907144
第三问多因素_线性达标GEE,170,24周2天,0.9125905331095268,0.08740946689047324,0.0016923179708582259
第三问多因素_线性达标GEE,171,24周3天,0.9142548351206199,0.08574516487938011,0.0016643020110931328
第三问多因素_线性达标GEE,172,24周4天,0.9158914433956475,0.08410855660435246,0.0016366082750276512
第三问多因素_线性达标GEE,173,24周5天,0.9175006812651196,0.08249931873488037,0.001609237869472091
第三问多因素_线性达标GEE,174,24周6天,0.9190828729695362,0.08091712703046383,0.0015821917044165357
第三问多因素_线性达标GEE,175,25周0天,0.9206383434679822,0.07936165653201777,0.0015554704984460654
第三问多因素_二次浓度混合,70,10周0天,0.7251730299184456,0.27482697008155443,
第三问多因素_二次浓度混合,71,10周1天,0.7228836735599512,0.2771163264400488,-0.0022893563584943655
第三问多因素_二次浓度混合,72,10周2天,0.7206823419607666,0.27931765803923336,-0.002201331599184564
第三问多因素_二次浓度混合,73,10周3天,0.718571676721663,0.281428323278337,-0.0021106652391036373
第三问多因素_二次浓度混合,74,10周4天,0.716554266138122,0.283445733861878,-0.0020174105835409906
第三问多因素_二次浓度混合,75,10周5天,0.7146326417739495,0.2853673582260505,-0.0019216243641725361
第三问多因素_二次浓度混合,76,10周6天,0.7128092750192483,0.2871907249807517,-0.0018233667547011834
第三问多因素_二次浓度混合,77,11周0天,0.7110865736294779,0.2889134263705221,-0.0017227013897703758
第三问多因素_二次浓度混合,78,11周1天,0.7094668782422575,0.2905331217577425,-0.001619695387220399
第三问多因素_二次浓度混合,79,11周2天,0.70795245886856,0.29204754113144005,-0.001514419373697562
第三问多因素_二次浓度混合,80,11周3天,0.7065455113550482,0.2934544886449518,-0.0014069475135117804
第三问多因素_二次浓度混合,81,11周4天,0.705248153814455,0.29475184618554495,-0.0012973575405931248
第三问多因素_二次浓度混合,82,11周5天,0.7040624230212167,0.2959375769787833,-0.0011857307932383598
第三问多因素_二次浓度混合,83,11周6天,0.7029902707699072,0.29700972923009283,-0.0010721522513095216
第三问多因素_二次浓度混合,84,12周0天,0.702033560194539,0.297966439805461,-0.0009567105753681693
第三问多因素_二次浓度混合,85,12周1天,0.7011940620473597,0.2988059379526403,-0.0008394981471793184
第三问多因素_二次浓度混合,86,12周2天,0.7004734509365166,0.2995265490634834,-0.0007206111108430946
第三问多因素_二次浓度混合,87,12周3天,0.6998733015227716,0.3001266984772284,-0.000600149413744977
第三问多因素_二次浓度混合,88,12周4天,0.6993950846764029,0.3006049153235971,-0.00047821684636872863
第三问多因素_二次浓度混合,89,12周5天,0.6990401635965175,0.30095983640348245,-0.0003549210798853286
第三问多因素_二次浓度混合,90,12周6天,0.6988097898961667,0.3011902101038333,-0.00023037370035083882
第三问多因素_二次浓度混合,91,13周0天,0.6987050996579964,0.30129490034200357,-0.00010469023817027967
第三问多因素_二次浓度混合,92,13周1天,0.6987271094665553,0.30127289053344475,2.200980855882051e-05
第三问多因素_二次浓度混合,93,13周2天,0.6988767124249429,0.30112328757505713,0.00014960295838761795
第三问多因素_二次浓度混合,94,13周3天,0.6991546741650879,0.3008453258349121,0.0002779617401450496
第三问多因素_二次浓度混合,95,13周4天,0.6995616288626786,0.3004383711373214,0.0004069546975906668
第三问多因素_二次浓度混合,96,13周5天,0.7000980752695463,0.29990192473045374,0.0005364464068676744
第三问多因素_二次浓度混合,97,13周6天,0.7007643727781742,0.29923562722182584,0.0006662975086278999
第三问多因素_二次浓度混合,98,14周0天,0.7015607375348949,0.2984392624651051,0.0007963647567207355
第三问多因素_二次浓度混合,99,14周1天,0.7024872386202594,0.2975127613797406,0.0009265010853645173
第三问多因素_二次浓度混合,100,14周2天,0.7035437943170075,0.29645620568299247,0.0010565556967481182
第三问多因素_二次浓度混合,101,14周3天,0.7047301684879571,0.2952698315120429,0.0011863741709495779
第三问多因素_二次浓度混合,102,14周4天,0.7060459670880151,0.29395403291198485,0.001315798600058038
第三问多因素_二次浓度混合,103,14周5天,0.7074906348362832,0.29250936516371684,0.0014446677482680137
第三问多因素_二次浓度混合,104,14周6天,0.709063452075943,0.290936547924057,0.0015728172396598517
第三问多因素_二次浓度混合,105,15周0天,0.7107635318511363,0.2892364681488637,0.001700079775193264
第三问多因素_二次浓度混合,106,15周1天,0.7125898172314713,0.2874101827685287,0.0018262853803350243
第三问多因素_二次浓度混合,107,15周2天,0.7145410789159601,0.2854589210840399,0.001951261684488781
第三问多因素_二次浓度混合,108,15周3天,0.716615913149172,0.28338408685082805,0.002074834233211864
第三问多因素_二次浓度混合,109,15周4天,0.7188127399830886,0.2811872600169114,0.002196826833916643
第三问多因素_二次浓度混合,110,15周5天,0.7211298019185443,0.27887019808145574,0.0023170619354556665
第三问多因素_二次浓度混合,111,15周6天,0.7235651629602532,0.2764348370397468,0.002435361041708939
第三问多因素_二次浓度混合,112,16周0天,0.7261167081191272,0.2738832918808728,0.0025515451588740135
第三问多因素_二次浓度混合,113,16周1天,0.728782143394994,0.27121785660500597,0.002665435275866823
第三问多因素_二次浓度混合,114,16周2天,0.7315589962717538,0.2684410037282462,0.002776852876759772
第三问多因素_二次浓度混合,115,16周3天,0.7344446167556015,0.26555538324439854,0.002885620483847662
第三问多因素_二次浓度混合,116,16周4天,0.7374361789850544,0.2625638210149456,0.00299156222945296
第三问多因素_二次浓度混合,117,16周5天,0.7405306834392201,0.2594693165607799,0.003094504454165703
第三问多因素_二次浓度混合,118,16周6天,0.7437249597680169,0.2562750402319831,0.0031942763287967635
第三问多因素_二次浓度混合,119,17周0天,0.7470156702648718,0.2529843297351282,0.0032907104968549206
第三问多因素_二次浓度混合,120,17周1天,0.7503993139988521,0.24960068600114793,0.003383643733980257
第三问多因素_二次浓度混合,121,17周2天,0.753872231619183,0.24612776838081696,0.003472917620330973
第三问多因素_二次浓度混合,122,17周3天,0.7574306108407597,0.2425693891592403,0.0035583792215766463
第三问多因素_二次浓度混合,123,17周4天,0.7610704926145427,0.23892950738545726,0.003639881773783049
第三问多因素_二次浓度混合,124,17周5天,0.7647877779817253,0.23521222201827474,0.0037172853671825212
第三问多因素_二次浓度混合,125,17周6天,0.7685782356052976,0.2314217643947024,0.0037904576235723297
第三问多因素_二次浓度混合,126,18周0天,0.7724375099671631,0.2275624900328369,0.0038592743618655057
第三问多因素_二次浓度混合,127,18周1天,0.7763611302133383,0.2236388697866617,0.003923620246175208
第三问多因素_二次浓度混合,128,18周2天,0.7803445196240771,0.21965548037592286,0.003983389410738836
第三问多因素_二次浓度混合,129,18周3天,0.7843830056800439,0.21561699431995607,0.0040384860559667946
第三问多因素_二次浓度混合,130,18周4天,0.7884718306899821,0.21152816931001794,0.004088825009938124
第三问多因素_二次浓度混合,131,18周5天,0.7926061629398058,0.2073938370601942,0.004134332249823736
第三问多因素_二次浓度混合,132,18周6天,0.7967811083176828,0.20321889168231722,0.004174945377876993
第三问多因素_二次浓度混合,133,19周0天,0.8009917223646238,0.1990082776353762,0.004210614046941008
第三问多因素_二次浓度混合,134,19周1天,0.805233022695352,0.19476697730464798,0.004241300330728226
第三问多因素_二次浓度混合,135,19周2天,0.8095000017299191,0.1904999982700809,0.0042669790345670755
第三问多因素_二次浓度混合,136,19周3天,0.8137876396726841,0.18621236032731592,0.004287637942764988
第三问多因素_二次浓度混合,137,19周4天,0.8180909176719585,0.18190908232804148,0.004303277999274435
第三问多因素_二次浓度混合,138,19周5天,0.8224048310908946,0.17759516890910543,0.004313913418936055
第三问多因素_二次浓度混合,139,19周6天,0.8267244028180911,0.17327559718190888,0.004319571727196547
第三问多因素_二次浓度混合,140,20周0天,0.8310446965449558,0.16895530345504417,0.00432029372686471
第三问多因素_二次浓度混合,141,20周1天,0.8353608299361075,0.1646391700638925,0.004316133391151666
第三问多因素_二次浓度混合,142,20周2天,0.8396679876190742,0.16033201238092576,0.004307157682966745
第三问多因素_二次浓度混合,143,20周3天,0.8439614339202044,0.1560385660797956,0.004293446301130155
第三问多因素_二次浓度混合,144,20周4天,0.848236525275099,0.15176347472490104,0.004275091354894567
第三问多因素_二次浓度混合,145,20周5天,0.8524887222439487,0.14751127775605133,0.0042521969688497085
第三问多因素_二次浓度混合,146,20周6天,0.8567136010649171,0.14328639893508288,0.004224878820968447
第三问多因素_二次浓度混合,147,21周0天,0.860906864682104,0.13909313531789602,0.00419326361718686
第三问多因素_二次浓度混合,148,21周1天,0.8650643531886053,0.1349356468113947,0.004157488506501328
第三问多因素_二次浓度混合,149,21周2天,0.86918205362974,0.13081794637026,0.004117700441134686
第三问多因素_二次浓度混合,150,21周3天,0.8732561091165295,0.1267438908834705,0.0040740554867895185
第三问多因素_二次浓度混合,151,21周4天,0.8772828272049773,0.1227171727950227,0.004026718088447789
第三问多因素_二次浓度混合,152,21周5天,0.8812586875025104,0.11874131249748965,0.0039758602975330515
第三问多因素_二次浓度混合,153,21周6天,0.8851803484690378,0.11481965153096219,0.003921660966527463
第三问多因素_二次浓度混合,154,22周0天,0.889044653386401,0.11095534661359896,0.003864304917363226
第三问多因素_二次浓度混合,155,22周1天,0.8928486354764312,0.10715136452356877,0.003803982090030189
第三问多因素_二次浓度混合,156,22周2天,0.8965895221543305,0.10341047784566948,0.003740886677899291
第三问多因素_二次浓度混合,157,22周3天,0.9002647384105925,0.09973526158940749,0.0036752162562619928
第三问多因素_二次浓度混合,158,22周4天,0.9038719093210721,0.09612809067892791,0.0036071709104795735
第三问多因素_二次浓度混合,159,22周5天,0.9074088616910553,0.09259113830894472,0.003536952369983193
第三问多因素_二次浓度混合,160,22周6天,0.9108736248452197,0.08912637515478028,0.003464763154164441
第三问多因素_二次浓度混合,161,23周0天,0.9142644305810907,0.08573556941890925,0.0033908057358710275
第三问多因素_二次浓度混合,162,23周1天,0.9175797123090403,0.08242028769095966,0.0033152817279495927
第三问多因素_二次浓度混合,163,23周2天,0.9208181034068733,0.07918189659312669,0.003238391097832971
第三问多因素_二次浓度混合,164,23周3天,0.9239784348216723,0.0760215651783277,0.003160331414798989
第三问多因素_二次浓度混合,165,23周4天,0.9270597319557203,0.07294026804427967,0.0030812971340480333
第三问多因素_二次浓度混合,166,23周5天,0.9300612108769936,0.06993878912300644,0.0030014789212732262
第三问多因素_二次浓度混合,167,23周6天,0.9329822738978977,0.06701772610210233,0.0029210630209041133
第三问多因素_二次浓度混合,168,24周0天,0.935822504568592,0.06417749543140805,0.002840230670694277
第三问多因素_二次浓度混合,169,24周1天,0.9385816621334048,0.06141833786659523,0.0027591575648128197
第三问多因素_二次浓度混合,170,24周2天,0.9412596755004929,0.05874032449950706,0.0026780133670881723
第三问多因素_二次浓度混合,171,24周3天,0.9438566367760489,0.05614336322395108,0.0025969612755559757
第三问多因素_二次浓度混合,172,24周4天,0.9463727944150215,0.053627205584978466,0.002516157638972616
第三问多因素_二次浓度混合,173,24周5天,0.9488085460405169,0.0511914539594831,0.0024357516254953637
第三问多因素_二次浓度混合,174,24周6天,0.9511644309837999,0.04883556901620012,0.002355884943282982
第三问多因素_二次浓度混合,175,25周0天,0.9534411225961523,0.046558877403847676,0.002276691612352444
