重复序号,有效标志,抽样技术误差标准差,左删失人数,区间删失人数,右删失人数,一组方案中位达标时间_天,两组方案低BMI组中位达标时间_天,两组方案高BMI组中位达标时间_天,一组方案第1组_12周0天已达标比例,一组方案第1组_13周0天已达标比例,一组方案第1组_25周0天已达标比例,两组方案第1组_12周0天已达标比例,两组方案第1组_13周0天已达标比例,两组方案第1组_25周0天已达标比例,两组方案第2组_12周0天已达标比例,两组方案第2组_13周0天已达标比例,两组方案第2组_25周0天已达标比例
129,1,0.005341037943099578,113,44,10,73,71,105,0.6299777764404306,0.697533207152072,0.9649309785078894,0.654174335164723,0.7192806589989584,0.9683254901815435,0.3002768859237183,0.3676009673884,0.8739822429602535
130,1,0.0043680205179109114,115,41,11,73,71,98,0.639176605807,0.7105121334829643,0.9723975079630072,0.6648451340338495,0.7332239998031486,0.975277972246125,0.34796783790204855,0.4250922566747914,0.9138898388555126
131,1,0.004666984807440005,113,46,8,75,73,98,0.6224518409567634,0.701214873914004,0.9767515489778992,0.6500387538113231,0.7255838962633059,0.9793107596934028,0.33624767310170645,0.4189854750181456,0.9281067659722539
132,1,0.004398581656693954,117,39,11,70,70,102,0.6559516207721594,0.7167924044917592,0.9624243228956018,0.6559516207721594,0.7167924044917592,0.9624243228956018,0.33465815980356917,0.4003780780182096,0.8710868056032879
133,1,0.0044405858178359235,118,40,9,70,70,87,0.6634442448857614,0.7264400446693156,0.9680415054988039,0.6634442448857614,0.7264400446693156,0.9680415054988039,0.4673900253696257,0.5417348748421706,0.9309600239661826
134,1,0.005879956345473943,111,46,10,75,73,98,0.6169856791029517,0.6928575679073069,0.9724704445597457,0.6434759550268342,0.716511431549856,0.9753564803887297,0.3433250593620893,0.4226822697020066,0.9197750555050012
135,1,0.006173400083144687,122,39,6,70,70,70,0.6756597464085383,0.7419428811192138,0.9755967409277266,0.6756597464085383,0.7419428811192138,0.9755967409277266,0.6756597464085383,0.7419428811192138,0.9755967409277266
136,1,0.005941846534074958,117,41,9,72,70,96,0.6495699920422695,0.7186155027692873,0.9722298406057082,0.6747905803058183,0.7408493692938007,0.9751179953323349,0.3694448149057691,0.44666752852932506,0.9171227935504164
137,1,0.004564893727046193,121,38,8,70,70,94,0.6636628663478922,0.726719995146796,0.9681934119936052,0.6636628663478922,0.726719995146796,0.9681934119936052,0.39668507143170256,0.46980863145442336,0.9102590090535708
138,1,0.003699225268792544,116,42,9,73,70,102,0.6376225900094687,0.7083330378921993,0.9712493814167468,0.6756830183148871,0.7419721393515232,0.9756094441639879,0.3139651023386759,0.3871269338620792,0.8978184741048335
139,1,0.00409162519070668,117,41,9,72,70,102,0.6482002073552284,0.7167648426976116,0.971279175272181,0.6732281571604097,0.7388799193307919,0.9742360199628879,0.3165352801716116,0.38878854144486,0.8947413266495685
140,1,0.008168546971913129,115,44,8,73,71,94,0.6360500276001714,0.706122273699512,0.970042722069191,0.6612236370238757,0.7285178529073456,0.9730921033202444,0.3899856131955308,0.46779244206532405,0.9221507409658177
141,1,0.006498523016044482,116,43,8,72,70,92,0.645594434395587,0.7132331862141088,0.969387823248711,0.6702529937657989,0.7351165196427464,0.9724781362037048,0.41242986452280994,0.4893716014164344,0.9242544610566324
142,1,0.005508647689043355,122,37,8,70,70,95,0.6680629848161349,0.7323353715631906,0.9711158064669523,0.6680629848161349,0.7323353715631906,0.9711158064669523,0.38412087654012,0.4588366538945884,0.912425818682425
143,1,0.005245245895802748,118,40,9,70,70,89,0.6596707865385556,0.7215940869751095,0.9653146431479511,0.6596707865385556,0.7215940869751095,0.9653146431479511,0.44772049766780286,0.5201565737423827,0.9208843611597748
144,1,0.005348689938466446,117,42,8,72,70,105,0.6462130587935868,0.7140729296549119,0.9698468965192371,0.6709596583775788,0.7360119621382258,0.97290519496787,0.294824885437439,0.36372086005613113,0.880413464455387
145,1,0.0046585612521721316,120,36,11,70,70,101,0.6472664957038838,0.7054838325551085,0.9548178464015906,0.6472664957038838,0.7054838325551085,0.9548178464015906,0.35122818575296394,0.41407607015780634,0.8617769967246496
146,1,0.0047470889398970265,124,33,10,70,70,98,0.6460948267012934,0.7039482686982991,0.9536929125455756,0.6460948267012934,0.7039482686982991,0.9536929125455756,0.3754481889061658,0.43913818475876254,0.8714920097296631
147,1,0.00525934818822474,120,39,8,70,70,94,0.6648974645220592,0.7282992541163469,0.9690391266434202,0.6648974645220592,0.7282992541163469,0.9690391266434202,0.3958679934535635,0.4695633199125842,0.9117886460204253
148,1,0.004516387197200116,121,36,10,70,70,94,0.6622126219352442,0.7248612584454645,0.9671734648358845,0.6622126219352442,0.7248612584454645,0.9671734648358845,0.39764371546616695,0.47009624354856305,0.9084353082326839
149,1,0.005529290575463441,117,41,9,72,70,98,0.6488614564261244,0.7176587344684592,0.9717417660121828,0.6739825339251677,0.7398314173006901,0.9746653235790838,0.351138543573876,0.426731526623399,0.9096713325972674
150,1,0.00408221213266387,125,32,10,70,70,95,0.6516090539195969,0.711154580000618,0.9587776858580797,0.6516090539195969,0.711154580000618,0.9587776858580797,0.3958931398976587,0.4631349848878301,0.8907040837174699
151,1,0.004371112886972045,118,42,7,71,70,94,0.6597170004661368,0.7265520306278734,0.9721319765664193,0.6721410753979306,0.7375068221703186,0.9736058245907314,0.39105537020482695,0.46811513153555195,0.920349130921357
152,1,0.005168807548398434,112,46,9,75,73,95,0.6173589291179917,0.6934308921001109,0.9727848862731243,0.6439246844316557,0.7171350680033926,0.9756477370149879,0.3729857990281457,0.45473089158227376,0.9294721037604705
153,1,0.0052945099522868225,119,40,8,70,70,91,0.6637880786025099,0.7268802925567326,0.9682801212916342,0.6637880786025099,0.7268802925567326,0.9682801212916342,0.4258923380399232,0.5,0.9198068968217606
154,1,0.004570382799603337,114,44,9,74,71,105,0.6267373017431213,0.6996249791137461,0.97122909351225,0.6654005900614605,0.7339434084959601,0.9755985326978526,0.28651739626379497,0.3577619664341422,0.889789610423704
155,1,0.0045776814532776005,117,40,10,70,70,104,0.6524901631601283,0.7123011875727686,0.9595422120725108,0.6524901631601283,0.7123011875727686,0.9595422120725108,0.3234428022177145,0.386651125045517,0.8579296024084558
156,1,0.004534595775225808,120,40,7,70,70,92,0.6702691966601015,0.7351370617664712,0.9724879957233157,0.6702691966601015,0.7351370617664712,0.9724879957233157,0.4124209999974376,0.4893705032521583,0.9242725598893996
157,1,0.004899720145329333,117,39,11,71,70,102,0.651755153566822,0.716087838522545,0.9665207297210087,0.6636581518750396,0.7267139590816178,0.9681901430655373,0.3265667781551765,0.39523018042139646,0.8820781734556906
158,1,0.003200099900297563,116,42,9,73,70,103,0.6402150234089411,0.7119651137876738,0.9731408897480746,0.6788734835763552,0.7459731019564687,0.9772954991685574,0.30211444243823476,0.3755219024716771,0.8981080128570055
159,1,0.004594771871414658,118,42,7,73,70,100,0.6503600366331952,0.7260253414005667,0.979488298498104,0.6912941349994431,0.7613515407925602,0.9829026914602085,0.3162750687527071,0.39723095711882755,0.9223325231102251
160,1,0.004530886179263311,115,43,9,73,70,100,0.636060991123478,0.7061377062048451,0.9700512942522337,0.6737580435598022,0.7395483834498525,0.9745382498412747,0.33324687359584537,0.4072982905886258,0.9025617623328847
161,1,0.005255677747656129,114,44,9,73,70,103,0.6349943528505353,0.7046349999052649,0.9692066087162817,0.672441863489129,0.7378869794369598,0.9737815729027024,0.30907994647398174,0.38020943595935663,0.8900302652157409
162,1,0.004254118728757676,116,40,11,72,70,95,0.643741385560237,0.7107129522126583,0.9679741113447242,0.6681349544389731,0.732426913553082,0.9711615250393559,0.3840690524828173,0.4588176391314325,0.9125126781671442
163,1,0.004212373185245596,116,41,10,72,70,100,0.6485664989546928,0.7172601204275626,0.9715362736104839,0.6736460665317039,0.739407167651394,0.9744746498847076,0.3333551180145648,0.4073619011100807,0.9024241750280523
164,1,0.004436868920030078,124,33,10,70,70,97,0.6490329682393948,0.7077945089960801,0.9564678355293972,0.6490329682393948,0.7077945089960801,0.9564678355293972,0.3810217940580769,0.44637993408328636,0.8797158792594444
165,1,0.004420365316721214,117,43,7,73,70,92,0.6429297824662222,0.7157517232668523,0.9749976174615635,0.6822074056141594,0.7501321083663575,0.9789441387278137,0.40584341963560455,0.4885536871456768,0.9366826628966732
166,1,0.00509621230807165,117,39,11,70,70,96,0.6631407857341344,0.7260513097579586,0.967829568616107,0.6631407857341344,0.7260513097579586,0.967829568616107,0.3784652880056112,0.4504853752505431,0.9029655752940879
167,1,0.0034858577125023915,120,40,7,71,70,94,0.6640942995800907,0.7322505203800677,0.9748385538377653,0.6767980097490688,0.7433726861869006,0.9762111206045703,0.38794385161647493,0.4671757352751373,0.9254908194458569
168,1,0.005060372220772597,120,39,8,71,70,107,0.6687549648229757,0.7382741032826198,0.977455156891192,0.6817508633468723,0.7495639125061889,0.9787249680006614,0.266736048585715,0.3369785483778492,0.8865163286099771
169,1,0.004448639929127103,119,40,8,71,70,96,0.6687137045974063,0.7382209784750738,0.9774331252240513,0.6817070420373581,0.7495093517703832,0.9787038227087032,0.36405378492522705,0.4443705162086101,0.9247189427714584
170,1,0.0052944559871252244,119,41,7,70,70,98,0.6609726176623582,0.7232688917687256,0.9662781540399797,0.6609726176623582,0.7232688917687256,0.9662781540399797,0.3625127986636646,0.4325704990167809,0.893137721704362
171,1,0.004233139606752525,118,40,9,72,70,100,0.6567579018128793,0.7282595141693023,0.9767616263177696,0.6829715054142045,0.7510821273928054,0.9793063926808889,0.32433501433955747,0.4020357669014741,0.9133813124116978
172,1,0.005412316796828921,122,40,5,70,70,100,0.666581529252766,0.7304488397104417,0.9701600845021813,0.666581529252766,0.7304488397104417,0.9701600845021813,0.34018103518007076,0.4113588811843306,0.893439192664426
173,1,0.005122459057312251,117,41,9,71,70,100,0.6531922745903637,0.7179859261381139,0.9676037787380601,0.6651904860616119,0.7286736585625256,0.9692368532302605,0.34152438060244245,0.41214224770078844,0.8915982548115494
174,1,0.004385321452130673,111,46,10,75,72,108,0.6119049414774814,0.6850155899582704,0.9678365757624561,0.6500682728043463,0.7192877036263641,0.9725684331054482,0.2670347990583628,0.3344497648546963,0.8742628491928088
175,1,0.004349625322268513,117,40,10,70,70,92,0.6630483589432211,0.7259328758560762,0.9677647666854609,0.6630483589432211,0.7259328758560762,0.9677647666854609,0.4163555130383226,0.4898572526769395,0.9158512533287382
176,1,0.004178873821007776,117,38,12,70,70,99,0.6572116080081787,0.7184219272629557,0.9634268384540529,0.6572116080081787,0.7184219272629557,0.9634268384540529,0.35742311722341197,0.42535908550728746,0.8842925534057516
177,1,0.00419838522913993,123,37,7,70,70,103,0.649328256736724,0.7081802458856682,0.9567383446643526,0.649328256736724,0.7081802458856682,0.9567383446643526,0.3342454852631558,0.3968588008266524,0.8570657820777869
178,1,0.004698287639262717,117,43,7,73,71,95,0.6474624770199865,0.7220348985928523,0.9778346051545825,0.6744145966885792,0.7455265754877061,0.980297773555346,0.3698204076525928,0.45355596755428385,0.9337588992122726
179,1,0.005360850650081427,118,41,8,72,70,92,0.6537446787785607,0.7242305706461541,0.9749518176306994,0.6795456997119533,0.7468134877092868,0.9776370113183674,0.40731814655886595,0.4887371702381751,0.9340715607197793
180,1,0.005110373045098303,115,41,11,72,70,109,0.6365384706103612,0.7008490282553993,0.961893164237292,0.6598843065549053,0.7218689930923767,0.9654743496590873,0.2794709447914422,0.34161293447980967,0.8482641491984563
181,1,0.00535557088319661,119,41,7,70,70,89,0.6616479857053188,0.7241365257500582,0.9667684698838849,0.6616479857053188,0.7241365257500582,0.9667684698838849,0.44702902207495127,0.5204248791448925,0.9232347202884877
182,1,0.005715465387298452,113,44,10,74,72,95,0.6229895425251312,0.6941149155041691,0.9680350418183854,0.6481291845072314,0.7166687764399051,0.9712290787353107,0.38045234450982546,0.45748851739343677,0.918395411313062
183,1,0.00650588253061012,119,43,5,72,70,93,0.6646614717835332,0.7387294780460361,0.9809521867329829,0.6919310464248609,0.7621314463425539,0.9831530768482731,0.38895129445067433,0.475897595436582,0.9429836878279588
184,1,0.0038301999399051206,119,39,9,70,70,98,0.666715815900662,0.7306200162541528,0.9702478754842675,0.666715815900662,0.7306200162541528,0.9702478754842675,0.3574992785534762,0.43000459452651657,0.9007019153579232
185,1,0.003978015831542997,116,41,10,70,70,99,0.6539518150898871,0.7142002599600206,0.9607825250452944,0.6539518150898871,0.7142002599600206,0.9607825250452944,0.36041672548048,0.4269907527763451,0.8795964392977754
186,1,0.004323666764623218,113,46,8,74,71,107,0.6278305365817013,0.7012257255295817,0.9721032095896596,0.6667801555723784,0.7357273807420784,0.9763783678839218,0.2692494892310062,0.3388970542735383,0.8838695820568221
187,1,0.005666182882054157,117,40,10,70,70,113,0.6578283969665382,0.7192185694156192,0.963908786842209,0.6578283969665382,0.7192185694156192,0.963908786842209,0.2566942729029713,0.31512550279846807,0.8275117017560238
188,1,0.004397849052367458,113,46,8,75,72,100,0.6167291047927269,0.6924632384994026,0.9722523192544702,0.656341951623128,0.7277045597526492,0.976519170595552,0.3247923965122291,0.40230710657385677,0.9128500360336743
189,1,0.006048244477379445,125,35,7,70,70,91,0.6680783031644262,0.7323548566126552,0.971125542889206,0.6680783031644262,0.7323548566126552,0.971125542889206,0.42382351933232637,0.5,0.924763060236213
190,1,0.004172871270488254,122,38,7,70,70,98,0.6702850457781182,0.7351571548807144,0.9724976368861785,0.6702850457781182,0.7351571548807144,0.9724976368861785,0.354377510855744,0.4284007441423144,0.9051899130923529
191,1,0.00500767882644604,117,42,8,71,70,101,0.6551736637693991,0.720596203306997,0.9690448774061278,0.6673023198857595,0.7313672380171041,0.9706285858272248,0.33101989364832046,0.4017895014597071,0.8907414544323188
192,1,0.0040217577678823835,115,42,10,71,70,111,0.6445624015042316,0.7065281508688348,0.9605907556291869,0.6559814653695892,0.7168310349972054,0.9624483509476405,0.2715695227564647,0.33107774333636864,0.833640632233439
193,1,0.005147589062331829,119,40,8,71,70,84,0.6588232578433018,0.7253837142363506,0.9715477953804624,0.671189631008632,0.7363031612464943,0.9730428793787438,0.5,0.5776835528370671,0.946475731589168
194,1,0.005492863227138275,115,44,8,73,70,113,0.6381663787173393,0.7090961927792608,0.9716560718004507,0.6763527921661028,0.7428137419192758,0.9759724976360598,0.23166554171005177,0.29414304096041305,0.8542391727385543
195,1,0.004834719821315746,115,41,11,71,70,104,0.6490335359400697,0.7124822451730084,0.9643792613008804,0.660754856652688,0.7229889588751186,0.9661186793227468,0.3141183978625587,0.38030393496347936,0.870211249942671
196,1,0.004987642670274543,121,36,10,70,70,95,0.6482706745462147,0.7067980278745049,0.9557625190998218,0.6482706745462147,0.7067980278745049,0.9557625190998218,0.3982641737198185,0.46399589142649794,0.8858250626444009
197,1,0.004709916033503405,123,36,8,70,70,98,0.6559110935483413,0.7167399439648805,0.9623916721352935,0.6559110935483413,0.7167399439648805,0.9623916721352935,0.36692171642227245,0.434817306513732,0.8861117386525365
198,1,0.004233756043366696,119,39,9,70,70,95,0.6603982565368426,0.7225303595284116,0.9658560632186619,0.6603982565368426,0.7225303595284116,0.9658560632186619,0.3896231603260768,0.46085077693506726,0.9027766079817126
199,1,0.004344329554569823,118,39,10,71,70,96,0.6551334938166778,0.7205433606150417,0.9690162489611842,0.6672595149526275,0.731312725476343,0.9706009496051891,0.3752844204208943,0.44914262301307084,0.9081726711943664
200,1,0.005034342455257247,123,36,8,70,70,87,0.6571337998399113,0.7183213817968636,0.9633656321495545,0.6571337998399113,0.7183213817968636,0.9633656321495545,0.46873821738335203,0.5400123781899574,0.9236981659866881
201,1,0.006301580583764486,117,44,6,73,70,103,0.6425897029690254,0.7152783257622205,0.974771726356144,0.6817901649934462,0.7496128426058786,0.9787439162465466,0.29896135031691207,0.37338760695860257,0.9016210324180363
202,1,0.0038157101263567193,116,41,10,71,70,102,0.6503924220839445,0.7142842846702454,0.9654635210693827,0.6622046747554908,0.7248510620199664,0.9671677955209883,0.3280919595674941,0.3962037006678028,0.8800601671279334
203,1,0.003925081364039288,119,38,10,70,70,110,0.6703995158781139,0.7353022628138373,0.9725671796452314,0.6703995158781139,0.7353022628138373,0.9725671796452314,0.25920246570057975,0.32335032441199923,0.8591307049431922
204,1,0.0054330967303302296,119,39,9,70,70,93,0.6571676168830198,0.7183650822812083,0.963392244959033,0.6571676168830198,0.7183650822812083,0.963392244959033,0.41017115626246975,0.48061246580051464,0.9051878740459927
205,1,0.0042085466002289434,116,43,8,73,70,104,0.6412276555765581,0.7133795863383088,0.9738479163846354,0.6801179246070715,0.7475281497423782,0.9779240573446929,0.29242941975931,0.36529487182711856,0.8959502496391648
206,1,0.004898877956267324,118,43,6,73,71,92,0.6487311427062389,0.7237846051434544,0.9785733407412934,0.6758760945694695,0.747388105014742,0.9809765713152491,0.40188559214701314,0.4880602204544186,0.9432341030982503
207,1,0.00586030434660681,119,38,10,71,70,102,0.6623613286540482,0.7299992049976968,0.973797046267495,0.6749549263505382,0.7410562500432638,0.9752091639300688,0.3147272625427466,0.3876201581358971,0.8969129806500225
208,1,0.0049804140313992225,118,39,10,70,70,94,0.6573790331012708,0.7186382407333298,0.9635582292208388,0.6573790331012708,0.7186382407333298,0.9635582292208388,0.4008300223944734,0.4710506614192895,0.902143669472668
209,1,0.005721041881736847,117,42,8,73,70,96,0.6452826566282429,0.719019420570466,0.9765098147350507,0.6850909380783874,0.7537109889186033,0.9802818887339222,0.36140599037109294,0.4432379168565064,0.9282270015633982
210,1,0.0047257866406526915,122,36,9,70,70,100,0.6749854741400216,0.7410946980916654,0.975226076585991,0.6749854741400216,0.7410946980916654,0.975226076585991,0.33206025421914953,0.40660049082893346,0.9040601853500352
211,1,0.004857482501570946,117,40,10,71,70,107,0.6513825832037566,0.7155951056177122,0.9662346431051895,0.6632608160608777,0.7262050905775331,0.9679135488959367,0.28909470355698536,0.35384250734764905,0.8616502346240945
212,1,0.004149547618917654,119,38,10,70,70,100,0.6569355589095957,0.7180651611262376,0.9632092742264731,0.6569355589095957,0.7180651611262376,0.9632092742264731,0.34949162066118883,0.416767382717805,0.8801743969276792
213,1,0.0042824805732359465,119,39,9,70,70,97,0.666020730216814,0.7297336147778634,0.9697909297495453,0.666020730216814,0.7297336147778634,0.9697909297495453,0.36708060332022957,0.43985956406858423,0.9032557462296005
214,1,0.005381575906732478,122,36,9,70,70,98,0.6665681326794679,0.7304317610901,0.9701513135942201,0.6665681326794679,0.7304317610901,0.9701513135942201,0.3576283465495191,0.43007080202208475,0.9005127370369961
215,1,0.005303415670852293,116,40,11,71,70,100,0.6544467291419944,0.7196394419945262,0.9685230686214203,0.6665276397131461,0.7303801365698575,0.9701247882091284,0.3402330811799181,0.4113892510701115,0.89336831888312
216,1,0.004429462022573581,119,41,7,71,70,100,0.6677649120364791,0.7369983587193847,0.9769210478040177,0.6806992292084589,0.7482534740886585,0.9782122430906393,0.3265339367730968,0.40333900374769976,0.9108036892841609
217,1,0.004953561812067909,120,37,10,70,70,95,0.6451078048386696,0.702652897353964,0.9527259769451271,0.6451078048386696,0.702652897353964,0.9527259769451271,0.4005054591763527,0.4648082914219687,0.8810492023898693
218,1,0.004751507016529767,121,39,7,70,70,99,0.667957528065766,0.7322012176705944,0.971048697251539,0.667957528065766,0.7322012176705944,0.971048697251539,0.3475367053790008,0.4199382655577062,0.8987957550669395
219,1,0.004797190688864577,118,41,8,71,70,94,0.6626116855969308,0.7303248292894128,0.9739498975313988,0.6752212394138277,0.7413913749400135,0.9753562568606433,0.3889989409041863,0.46749455570306464,0.9237808059221096
220,1,0.004045795496465033,115,43,9,73,70,103,0.6394624572698097,0.7109123547579623,0.9726040207281059,0.6779479884627253,0.7448145890367999,0.9768175975674699,0.30311570524213793,0.3761980078919239,0.8969738764961894
221,1,0.004116306772897058,117,41,9,72,70,103,0.6514308211026867,0.7211230801537383,0.9734750509745931,0.6769113820749616,0.7435149554400988,0.9762715416317908,0.3042376014900397,0.37695464569025483,0.8956923884993925
222,1,0.004097473428612459,124,35,8,70,70,93,0.6611569618512647,0.7235057990115251,0.9664126286784552,0.6611569618512647,0.7235057990115251,0.9664126286784552,0.40777507104287813,0.48008395345645827,0.9103418171383485
223,1,0.0052972458468997325,121,39,7,70,70,99,0.655380875433777,0.7160533318191131,0.9619621527591794,0.655380875433777,0.7160533318191131,0.9619621527591794,0.3591046603221211,0.42627615034066785,0.8816724970858555
224,1,0.005874159792120387,121,36,10,70,70,97,0.6564368219627428,0.7174202454644144,0.9628132565577165,0.6564368219627428,0.7174202454644144,0.9628132565577165,0.37496073414708225,0.4435547252938157,0.8904609885943335
225,1,0.005881420752821552,123,36,8,70,70,92,0.6538938192489947,0.714124979859771,0.9607339676770931,0.6538938192489947,0.714124979859771,0.9607339676770931,0.42129972128610305,0.490467082755613,0.9041055632613701
226,1,0.004431440159187893,121,37,9,70,70,102,0.6573080967675261,0.7185465970546332,0.963502612060779,0.6573080967675261,0.7185465970546332,0.963502612060779,0.3332331194300663,0.39947440348150776,0.8730739111197653
227,1,0.004526924873091844,118,39,10,71,70,98,0.6549736727144904,0.7203330877538329,0.9689021088223847,0.6670892063024185,0.7310958011163641,0.9704907607045682,0.3571729179923061,0.42983714649454374,0.901178977780975
228,1,0.0037162607998747067,116,41,10,71,70,106,0.6503377208092173,0.7142118132568378,0.9654204590088383,0.6621463215650469,0.7247761898726852,0.9671261408699378,0.29765012842733474,0.36282855929003416,0.8641581601640506
229,1,0.005880351282250502,116,41,10,72,70,102,0.6509053945058807,0.7204158005612092,0.9731287522291363,0.6763127515734932,0.7427634540260475,0.9759509314746826,0.31330599473468473,0.38670006210414404,0.8985967956329803
230,1,0.00588954888423969,115,43,9,73,70,106,0.6350272002586094,0.7046813147238452,0.9692329460884641,0.6724824117425545,0.7379382137051602,0.973805183985513,0.28538208679637495,0.35386945854992186,0.8784994469835365
231,1,0.005234383982496513,118,41,8,71,70,106,0.6611698738159639,0.7284477838026795,0.9730583668446319,0.6736873129115712,0.7394591868991248,0.9744980933925783,0.2839594029720733,0.35282238492179074,0.8800974983244962
232,1,0.004091043859825026,122,36,9,70,70,78,0.6603248568403635,0.7224359361835697,0.9658017819855828,0.6603248568403635,0.7224359361835697,0.9658017819855828,0.5671412141823516,0.6369224690622245,0.9500854621936713
233,1,0.004707025458625903,121,37,9,70,70,107,0.6677008168869131,0.7318745610293773,0.9708847468469654,0.6677008168869131,0.7318745610293773,0.9708847468469654,0.2836841877830853,0.3498019632860966,0.8679417561746237
234,1,0.005128226554047481,112,45,10,75,72,102,0.6132203232468111,0.6870525362373071,0.9691017811611983,0.6517812631059561,0.721594476548103,0.9737037362301667,0.31226181802650976,0.3860231560015606,0.8998208689694482
235,1,0.0050010205744065415,119,39,9,70,70,92,0.671570591121869,0.7367853203042779,0.9732695713496264,0.671570591121869,0.7367853203042779,0.9732695713496264,0.41170847415868966,0.4892822106451727,0.9257147833604996
236,1,0.004472559942585778,115,43,9,73,71,90,0.6319264068677186,0.7002984808949775,0.9666528987508461,0.6564387468749069,0.7222587501024011,0.9699342770301613,0.4339682743359002,0.5106361105406575,0.9282890625680396
237,1,0.004398546029481819,118,40,9,71,70,92,0.6568148570678097,0.7227524107956617,0.970194181024587,0.6690508257321421,0.7335909945173049,0.9717376605071493,0.41308710753009475,0.48945300341330705,0.9229017759778813
238,1,0.004717402949594376,117,43,7,73,70,100,0.6470588160014725,0.7214773583215153,0.9775946388761788,0.6872639579898288,0.7563966811674148,0.9812386718417264,0.32017923493076705,0.39956393806754714,0.9180927441630349
239,1,0.004342765501878606,117,40,10,71,70,100,0.6562267002432521,0.7219803051951328,0.9697868397416467,0.6684242883032655,0.7327948329027909,0.9713446663272022,0.3384011064982702,0.41031930402764694,0.8958412683598603
240,1,0.004911232411453946,113,44,10,74,70,110,0.626742643124551,0.6996328073801243,0.9712334256947074,0.6781939472401922,0.7451226419164846,0.9769454832821614,0.24925079536859054,0.3153272572364777,0.8697185833945913
241,1,0.004834793337315978,117,40,10,70,70,106,0.6541437329109385,0.7144493317966965,0.9609428262758364,0.6541437329109385,0.7144493317966965,0.9609428262758364,0.30722396968302995,0.36973799864842644,0.8522621549421865
242,1,0.005077929486790146,113,45,9,75,72,105,0.6175925320322091,0.6937895178650965,0.9729799628075464,0.657462253783802,0.7291983622765588,0.9771669412415201,0.2801289390769416,0.35313929251180787,0.8966570567842473
243,1,0.004690275512852196,116,40,11,71,70,100,0.6549474367418451,0.720298564862163,0.9688833353117239,0.6670612481073707,0.731060185134573,0.9704726363654559,0.33971771200946566,0.4110884532842177,0.8940685279755745
244,1,0.004943239400440651,117,40,10,70,70,103,0.6561440368630165,0.7170414376744053,0.9625789964450726,0.6561440368630165,0.7170414376744053,0.9625789964450726,0.32680401555134814,0.3919792382242962,0.8674445653454507
245,1,0.003610446702138544,117,40,10,71,70,110,0.6504457940693299,0.7143549893887617,0.9655054898416143,0.6622616092218622,0.7249241077476151,0.9672083916790709,0.2697326754510582,0.3317349870453842,0.8474672664079411
246,1,0.006032644237593461,117,42,8,71,70,100,0.6568536366161158,0.7228032945112269,0.9702208624350533,0.6690921328278824,0.733643458380041,0.9717633987139805,0.3377559314651581,0.4099420254712558,0.8967015663819429
247,1,0.005169814301749048,121,35,11,70,70,93,0.6520349017541719,0.7117089152308561,0.959148786433781,0.6520349017541719,0.7117089152308561,0.959148786433781,0.4132406835487946,0.4812882155725037,0.8982134034860108
248,1,0.005247916307852116,117,40,10,71,70,94,0.6523517246106189,0.7168762541359226,0.9669742451297756,0.6642943082370577,0.7275280719907089,0.9686285200500221,0.39626728585479226,0.4696832194626089,0.9110439670073368
249,1,0.00517870013980863,119,40,8,70,70,103,0.6547315388995426,0.7152117828025432,0.961430152467961,0.6547315388995426,0.7152117828025432,0.961430152467961,0.32834482146366695,0.3929924393770176,0.865339758016521
250,1,0.004801363249082041,119,38,10,70,70,93,0.6526613073232619,0.7125237435394429,0.9596892317689029,0.6526613073232619,0.7125237435394429,0.9596892317689029,0.41286685497087894,0.48120599478981146,0.8990856767143116
251,1,0.004921003554217067,116,42,9,72,70,100,0.6496948652229974,0.7187840122567988,0.972315053027166,0.6749329616251087,0.7410286036703093,0.9751969968077009,0.3321110246297546,0.40663036462333385,0.9039964435226119
252,1,0.0037065522189672824,122,36,9,70,70,106,0.6478315491807188,0.7062235448421639,0.9553516046490887,0.6478315491807188,0.7062235448421639,0.9553516046490887,0.31481967978648057,0.37517233240041953,0.8423818353408353
253,1,0.003947633515066143,120,39,8,70,70,100,0.6718845933569725,0.7371825229240156,0.9734551248883755,0.6718845933569725,0.7371825229240156,0.9734551248883755,0.3350576682905078,0.4083614698432858,0.9002401870323036
254,1,0.0035699921229287437,118,40,9,71,70,102,0.6559013567017107,0.7215529122021487,0.9695593486544064,0.6680776771466692,0.7323540603223279,0.9711251450470338,0.32193180817356193,0.39226233242756225,0.8880596334792683
255,1,0.0043769343811119596,117,43,7,73,70,100,0.6469246640303854,0.721291978738782,0.977514356209457,0.6870999443998559,0.7561943149548715,0.9811679503480838,0.3203380724946828,0.399658629221927,0.9179164644216028
256,1,0.004235377661556658,114,45,8,75,71,109,0.6186694980143141,0.6954409112819457,0.9738624347178088,0.6721513973158344,0.7426347150191828,0.9792028616266424,0.247414857109879,0.31633387833913296,0.8830405805926974
257,1,0.003549268122250597,119,39,9,71,70,112,0.6637778682466198,0.7318399063843108,0.9746512425158206,0.6764615311982205,0.742950293684161,0.9760309771592772,0.23798121146023726,0.30153954838387037,0.8588043965266097
258,1,0.004400500322741964,119,41,7,71,70,96,0.6622798932889031,0.7298932590442504,0.9737471514441789,0.6748682973089146,0.7409472070167672,0.9751611453902548,0.3693843902574582,0.44664184806702045,0.9172114054601189
