分组方案,组别,BMI区间下限,BMI区间上限,检测孕周天数,检测孕周_周加天,题面风险等级,预计已达标比例,预计尚未达标比例,是否帕累托非支配点,是否题面边界点
固定两组敏感性,1,20.703125,36.999319045,170,24周2天,中期发现（13至27周，题面称风险高）,0.9698409951536213,0.03015900484637868,1,0
固定两组敏感性,1,20.703125,36.999319045,171,24周3天,中期发现（13至27周，题面称风险高）,0.9705048269931762,0.029495173006823805,1,0
固定两组敏感性,1,20.703125,36.999319045,172,24周4天,中期发现（13至27周，题面称风险高）,0.9711507342201928,0.028849265779807176,1,0
固定两组敏感性,1,20.703125,36.999319045,173,24周5天,中期发现（13至27周，题面称风险高）,0.9717792823904126,0.028220717609587442,1,0
固定两组敏感性,1,20.703125,36.999319045,174,24周6天,中期发现（13至27周，题面称风险高）,0.9723910169774989,0.027608983022501143,1,0
固定两组敏感性,1,20.703125,36.999319045,175,25周0天,中期发现（13至27周，题面称风险高）,0.9729864641487725,0.027013535851227455,1,1
固定两组敏感性,2,36.999319045,46.875,70,10周0天,早期发现（12周以内，题面称风险较低）,0.19859182284044957,0.8014081771595505,1,0
固定两组敏感性,2,36.999319045,46.875,71,10周1天,早期发现（12周以内，题面称风险较低）,0.20756988669581178,0.7924301133041882,1,0
固定两组敏感性,2,36.999319045,46.875,72,10周2天,早期发现（12周以内，题面称风险较低）,0.2167122579566758,0.7832877420433242,1,0
固定两组敏感性,2,36.999319045,46.875,73,10周3天,早期发现（12周以内，题面称风险较低）,0.2260103597996759,0.7739896402003241,1,0
固定两组敏感性,2,36.999319045,46.875,74,10周4天,早期发现（12周以内，题面称风险较低）,0.23545524302970627,0.7645447569702937,1,0
固定两组敏感性,2,36.999319045,46.875,75,10周5天,早期发现（12周以内，题面称风险较低）,0.2450376234275742,0.7549623765724258,1,0
固定两组敏感性,2,36.999319045,46.875,76,10周6天,早期发现（12周以内，题面称风险较低）,0.25474792071652036,0.7452520792834796,1,0
固定两组敏感性,2,36.999319045,46.875,77,11周0天,早期发现（12周以内，题面称风险较低）,0.2645762988162377,0.7354237011837623,1,0
固定两组敏感性,2,36.999319045,46.875,78,11周1天,早期发现（12周以内，题面称风险较低）,0.2745127070439764,0.7254872929560237,1,0
固定两组敏感性,2,36.999319045,46.875,79,11周2天,早期发现（12周以内，题面称风险较低）,0.28454692191812286,0.7154530780818771,1,0
固定两组敏感性,2,36.999319045,46.875,80,11周3天,早期发现（12周以内，题面称风险较低）,0.29466858922016426,0.7053314107798357,1,0
固定两组敏感性,2,36.999319045,46.875,81,11周4天,早期发现（12周以内，题面称风险较低）,0.304867265976168,0.695132734023832,1,0
固定两组敏感性,2,36.999319045,46.875,82,11周5天,早期发现（12周以内，题面称风险较低）,0.31513246202850725,0.6848675379714928,1,0
固定两组敏感性,2,36.999319045,46.875,83,11周6天,早期发现（12周以内，题面称风险较低）,0.32545368088231236,0.6745463191176877,1,0
固定两组敏感性,2,36.999319045,46.875,84,12周0天,早期发现（12周以内，题面称风险较低）,0.33582045952862244,0.6641795404713775,1,1
固定两组敏感性,2,36.999319045,46.875,85,12周1天,12周与13周之间，题面未单列风险等级,0.34622240696700857,0.6537775930329914,1,0
固定两组敏感性,2,36.999319045,46.875,86,12周2天,12周与13周之间，题面未单列风险等级,0.35664924117407165,0.6433507588259284,1,0
固定两组敏感性,2,36.999319045,46.875,87,12周3天,12周与13周之间，题面未单列风险等级,0.36709082429016804,0.632909175709832,1,0
固定两组敏感性,2,36.999319045,46.875,88,12周4天,12周与13周之间，题面未单列风险等级,0.37753719582442424,0.6224628041755758,1,0
固定两组敏感性,2,36.999319045,46.875,89,12周5天,12周与13周之间，题面未单列风险等级,0.387978603707065,0.6120213962929351,1,0
固定两组敏感性,2,36.999319045,46.875,90,12周6天,12周与13周之间，题面未单列风险等级,0.39840553304772214,0.6015944669522779,1,0
固定两组敏感性,2,36.999319045,46.875,91,13周0天,中期发现（13至27周，题面称风险高）,0.4088087324882435,0.5911912675117565,1,1
固定两组敏感性,2,36.999319045,46.875,92,13周1天,中期发现（13至27周，题面称风险高）,0.41917923806805385,0.5808207619319461,1,0
固定两组敏感性,2,36.999319045,46.875,93,13周2天,中期发现（13至27周，题面称风险高）,0.42950839454892425,0.5704916054510758,1,0
固定两组敏感性,2,36.999319045,46.875,94,13周3天,中期发现（13至27周，题面称风险高）,0.4397878741736761,0.560212125826324,1,0
固定两组敏感性,2,36.999319045,46.875,95,13周4天,中期发现（13至27周，题面称风险高）,0.4500096928595127,0.5499903071404872,1,0
固定两组敏感性,2,36.999319045,46.875,96,13周5天,中期发现（13至27周，题面称风险高）,0.4601662238510791,0.5398337761489209,1,0
固定两组敏感性,2,36.999319045,46.875,97,13周6天,中期发现（13至27周，题面称风险高）,0.4702502088807263,0.5297497911192737,1,0
固定两组敏感性,2,36.999319045,46.875,98,14周0天,中期发现（13至27周，题面称风险高）,0.48025476690367763,0.5197452330963224,1,0
固定两组敏感性,2,36.999319045,46.875,99,14周1天,中期发现（13至27周，题面称风险高）,0.49017340049364855,0.5098265995063515,1,0
固定两组敏感性,2,36.999319045,46.875,100,14周2天,中期发现（13至27周，题面称风险高）,0.5,0.5,1,0
固定两组敏感性,2,36.999319045,46.875,101,14周3天,中期发现（13至27周，题面称风险高）,0.5097288455806003,0.4902711544193997,1,0
固定两组敏感性,2,36.999319045,46.875,102,14周4天,中期发现（13至27周，题面称风险高）,0.5193546072352739,0.48064539276472606,1,0
固定两组敏感性,2,36.999319045,46.875,103,14周5天,中期发现（13至27周，题面称风险高）,0.5288723429731479,0.4711276570268521,1,0
固定两组敏感性,2,36.999319045,46.875,104,14周6天,中期发现（13至27周，题面称风险高）,0.538277495253361,0.461722504746639,1,0
固定两组敏感性,2,36.999319045,46.875,105,15周0天,中期发现（13至27周，题面称风险高）,0.5475658858427058,0.4524341141572942,1,0
固定两组敏感性,2,36.999319045,46.875,106,15周1天,中期发现（13至27周，题面称风险高）,0.5567337092359037,0.4432662907640963,1,0
固定两组敏感性,2,36.999319045,46.875,107,15周2天,中期发现（13至27周，题面称风险高）,0.5657775247845591,0.4342224752154409,1,0
固定两组敏感性,2,36.999319045,46.875,108,15周3天,中期发现（13至27周，题面称风险高）,0.5746942476795903,0.4253057523204097,1,0
固定两组敏感性,2,36.999319045,46.875,109,15周4天,中期发现（13至27周，题面称风险高）,0.5834811389292299,0.4165188610707701,1,0
固定两组敏感性,2,36.999319045,46.875,110,15周5天,中期发现（13至27周，题面称风险高）,0.5921357944707704,0.40786420552922964,1,0
固定两组敏感性,2,36.999319045,46.875,111,15周6天,中期发现（13至27周，题面称风险高）,0.6006561335492226,0.39934386645077735,1,0
固定两组敏感性,2,36.999319045,46.875,112,16周0天,中期发现（13至27周，题面称风险高）,0.6090403864901802,0.3909596135098198,1,0
固定两组敏感性,2,36.999319045,46.875,113,16周1天,中期发现（13至27周，题面称风险高）,0.6172870819876035,0.3827129180123965,1,0
固定两组敏感性,2,36.999319045,46.875,114,16周2天,中期发现（13至27周，题面称风险高）,0.6253950340200763,0.37460496597992365,1,0
固定两组敏感性,2,36.999319045,46.875,115,16周3天,中期发现（13至27周，题面称风险高）,0.6333633285015713,0.3666366714984287,1,0
固定两组敏感性,2,36.999319045,46.875,116,16周4天,中期发现（13至27周，题面称风险高）,0.6411913097649389,0.3588086902350611,1,0
固定两组敏感性,2,36.999319045,46.875,117,16周5天,中期发现（13至27周，题面称风险高）,0.6488785669684018,0.35112143303159815,1,0
固定两组敏感性,2,36.999319045,46.875,118,16周6天,中期发现（13至27周，题面称风险高）,0.6564249205073747,0.34357507949262533,1,0
固定两组敏感性,2,36.999319045,46.875,119,17周0天,中期发现（13至27周，题面称风险高）,0.6638304085060125,0.3361695914939875,1,0
固定两组敏感性,2,36.999319045,46.875,120,17周1天,中期发现（13至27周，题面称风险高）,0.6710952734551725,0.3289047265448275,1,0
固定两组敏感性,2,36.999319045,46.875,121,17周2天,中期发现（13至27周，题面称风险高）,0.678219949055926,0.321780050944074,1,0
固定两组敏感性,2,36.999319045,46.875,122,17周3天,中期发现（13至27周，题面称风险高）,0.6852050473205443,0.3147949526794557,1,0
固定两组敏感性,2,36.999319045,46.875,123,17周4天,中期发现（13至27周，题面称风险高）,0.6920513459759587,0.30794865402404126,1,0
固定两组敏感性,2,36.999319045,46.875,124,17周5天,中期发现（13至27周，题面称风险高）,0.6987597762081577,0.30124022379184234,1,0
固定两组敏感性,2,36.999319045,46.875,125,17周6天,中期发现（13至27周，题面称风险高）,0.7053314107798362,0.2946685892201638,1,0
固定两组敏感性,2,36.999319045,46.875,126,18周0天,中期发现（13至27周，题面称风险高）,0.7117674525478694,0.28823254745213056,1,0
固定两组敏感性,2,36.999319045,46.875,127,18周1天,中期发现（13至27周，题面称风险高）,0.7180692234018689,0.28193077659813115,1,0
固定两组敏感性,2,36.999319045,46.875,128,18周2天,中期发现（13至27周，题面称风险高）,0.7242381536401703,0.2757618463598297,1,0
固定两组敏感性,2,36.999319045,46.875,129,18周3天,中期发现（13至27周，题面称风险高）,0.730275771795145,0.269724228204855,1,0
固定两组敏感性,2,36.999319045,46.875,130,18周4天,中期发现（13至27周，题面称风险高）,0.7361836949156522,0.26381630508434784,1,0
固定两组敏感性,2,36.999319045,46.875,131,18周5天,中期发现（13至27周，题面称风险高）,0.7419636193107949,0.2580363806892051,1,0
固定两组敏感性,2,36.999319045,46.875,132,18周6天,中期发现（13至27周，题面称风险高）,0.7476173117558712,0.2523826882441288,1,0
固定两组敏感性,2,36.999319045,46.875,133,19周0天,中期发现（13至27周，题面称风险高）,0.7531466011585098,0.24685339884149016,1,0
固定两组敏感性,2,36.999319045,46.875,134,19周1天,中期发现（13至27周，题面称风险高）,0.7585533706804325,0.2414466293195675,1,0
固定两组敏感性,2,36.999319045,46.875,135,19周2天,中期发现（13至27周，题面称风险高）,0.7638395503080575,0.2361604496919425,1,0
固定两组敏感性,2,36.999319045,46.875,136,19周3天,中期发现（13至27周，题面称风险高）,0.7690071098632614,0.23099289013673863,1,0
固定两组敏感性,2,36.999319045,46.875,137,19周4天,中期发现（13至27周，题面称风险高）,0.7740580524439773,0.2259419475560227,1,0
固定两组敏感性,2,36.999319045,46.875,138,19周5天,中期发现（13至27周，题面称风险高）,0.7789944082829576,0.22100559171704237,1,0
固定两组敏感性,2,36.999319045,46.875,139,19周6天,中期发现（13至27周，题面称风险高）,0.783818229011912,0.216181770988088,1,0
固定两组敏感性,2,36.999319045,46.875,140,20周0天,中期发现（13至27周，题面称风险高）,0.7885315823173342,0.21146841768266578,1,0
固定两组敏感性,2,36.999319045,46.875,141,20周1天,中期发现（13至27周，题面称风险高）,0.7931365469736347,0.20686345302636533,1,0
固定两组敏感性,2,36.999319045,46.875,142,20周2天,中期发现（13至27周，题面称风险高）,0.7976352082386884,0.2023647917613116,1,0
固定两组敏感性,2,36.999319045,46.875,143,20周3天,中期发现（13至27周，题面称风险高）,0.8020296535965501,0.1979703464034499,1,0
固定两组敏感性,2,36.999319045,46.875,144,20周4天,中期发现（13至27周，题面称风险高）,0.8063219688318799,0.1936780311681201,1,0
固定两组敏感性,2,36.999319045,46.875,145,20周5天,中期发现（13至27周，题面称风险高）,0.8105142344205457,0.1894857655794543,1,0
固定两组敏感性,2,36.999319045,46.875,146,20周6天,中期发现（13至27周，题面称风险高）,0.8146085222208899,0.18539147777911014,1,0
固定两组敏感性,2,36.999319045,46.875,147,21周0天,中期发现（13至27周，题面称风险高）,0.8186068924502816,0.18139310754971838,1,0
固定两组敏感性,2,36.999319045,46.875,148,21周1天,中期发现（13至27周，题面称风险高）,0.8225113909317777,0.17748860906822228,1,0
固定两组敏感性,2,36.999319045,46.875,149,21周2天,中期发现（13至27周，题面称风险高）,0.8263240465959959,0.1736759534040041,1,0
固定两组敏感性,2,36.999319045,46.875,150,21周3天,中期发现（13至27周，题面称风险高）,0.830046869223646,0.169953130776354,1,0
固定两组敏感性,2,36.999319045,46.875,151,21周4天,中期发现（13至27周，题面称风险高）,0.8336818474145415,0.16631815258545846,1,0
固定两组敏感性,2,36.999319045,46.875,152,21周5天,中期发现（13至27周，题面称风险高）,0.8372309467693569,0.16276905323064306,1,0
固定两组敏感性,2,36.999319045,46.875,153,21周6天,中期发现（13至27周，题面称风险高）,0.8406961082708351,0.15930389172916493,1,0
固定两组敏感性,2,36.999319045,46.875,154,22周0天,中期发现（13至27周，题面称风险高）,0.8440792468516464,0.15592075314835363,1,0
固定两组敏感性,2,36.999319045,46.875,155,22周1天,中期发现（13至27周，题面称风险高）,0.8473822501365936,0.15261774986340637,1,0
固定两组敏感性,2,36.999319045,46.875,156,22周2天,中期发现（13至27周，题面称风险高）,0.8506069773473726,0.14939302265262744,1,0
固定两组敏感性,2,36.999319045,46.875,157,22周3天,中期发现（13至27周，题面称风险高）,0.8537552583586071,0.1462447416413929,1,0
固定两组敏感性,2,36.999319045,46.875,158,22周4天,中期发现（13至27周，题面称风险高）,0.8568288928944116,0.14317110710558845,1,0
固定两组敏感性,2,36.999319045,46.875,159,22周5天,中期发现（13至27周，题面称风险高）,0.8598296498552382,0.14017035014476176,1,0
固定两组敏感性,2,36.999319045,46.875,160,22周6天,中期发现（13至27周，题面称风险高）,0.8627592667652912,0.13724073323470876,1,0
固定两组敏感性,2,36.999319045,46.875,161,23周0天,中期发现（13至27周，题面称风险高）,0.8656194493312875,0.13438055066871246,1,0
固定两组敏感性,2,36.999319045,46.875,162,23周1天,中期发现（13至27周，题面称风险高）,0.8684118711038432,0.1315881288961568,1,0
固定两组敏感性,2,36.999319045,46.875,163,23周2天,中期发现（13至27周，题面称风险高）,0.8711381732332532,0.12886182676674685,1,0
固定两组敏感性,2,36.999319045,46.875,164,23周3天,中期发现（13至27周，题面称风险高）,0.8737999643118876,0.12620003568811244,1,0
固定两组敏感性,2,36.999319045,46.875,165,23周4天,中期发现（13至27周，题面称风险高）,0.8763988202959051,0.1236011797040949,1,0
固定两组敏感性,2,36.999319045,46.875,166,23周5天,中期发现（13至27周，题面称风险高）,0.8789362844994002,0.1210637155005998,1,0
固定两组敏感性,2,36.999319045,46.875,167,23周6天,中期发现（13至27周，题面称风险高）,0.8814138676545453,0.11858613234545468,1,0
固定两组敏感性,2,36.999319045,46.875,168,24周0天,中期发现（13至27周，题面称风险高）,0.8838330480316788,0.11616695196832116,1,0
固定两组敏感性,2,36.999319045,46.875,169,24周1天,中期发现（13至27周，题面称风险高）,0.8861952716136914,0.11380472838630862,1,0
固定两组敏感性,2,36.999319045,46.875,170,24周2天,中期发现（13至27周，题面称风险高）,0.8885019523194263,0.1114980476805737,1,0
固定两组敏感性,2,36.999319045,46.875,171,24周3天,中期发现（13至27周，题面称风险高）,0.8907544722711666,0.10924552772883345,1,0
固定两组敏感性,2,36.999319045,46.875,172,24周4天,中期发现（13至27周，题面称风险高）,0.8929541821016245,0.10704581789837553,1,0
固定两组敏感性,2,36.999319045,46.875,173,24周5天,中期发现（13至27周，题面称风险高）,0.8951024012961563,0.10489759870384374,1,0
固定两组敏感性,2,36.999319045,46.875,174,24周6天,中期发现（13至27周，题面称风险高）,0.8972004185662438,0.10279958143375623,1,0
固定两组敏感性,2,36.999319045,46.875,175,25周0天,中期发现（13至27周，题面称风险高）,0.8992494922505586,0.10075050774944139,1,1
